Month,Airline ID,Port_Country,Passengers_In,Passengers_Out,Freight_In_(tonnes),Freight_Out_(tonnes),Mail_In_(tonnes),Mail_Out_(tonnes)
Jun-94,4275,Tonga,52.0,99.0,0.185,0.537,0.0,0.0
Jun-94,4435,Singapore,26243.0,28930.0,1964.265,2575.71,93.687,9.93
Jun-94,4797,Solomon Islands,395.0,363.0,11.873,19.822,0.861,0.91
Jun-94,4305,South Africa,1468.0,1230.0,58.021,45.294,1.958,0.966
Jun-94,4940,New Zealand,1335.0,1245.0,104.863,47.67,0.0,0.0
Jun-94,4940,Thailand,5639.0,6875.0,524.806,458.887,14.568,14.92
Jun-94,5209,New Zealand,3200.0,3103.0,364.281,458.588,2.966,4.825
Jun-94,5209,USA,15747.0,17528.0,59.705,291.848,138.017,7.98
Jul-94,412,Argentina,868.0,866.0,4.748,36.392,0.869,1.02
Jul-94,412,New Zealand,129.0,105.0,0.0,0.0,0.0,0.0
Jul-94,751,China,380.0,460.0,6.895,12.3,0.45,0.75
Jul-94,137,France,889.0,829.0,37.761,18.419,4.29,2.31
Jul-94,137,Indonesia,287.0,293.0,0.251,8.815,0.545,0.924
Jul-94,137,New Caledonia,358.0,557.0,6.445,23.283,0.273,2.052
Jul-94,137,Singapore,209.0,89.0,0.0,8.2,0.0,0.001
Jul-94,137,Tahiti,7.0,8.0,0.0,0.0,0.0,0.0
Jul-94,1057,Mauritius,837.0,635.0,37.854,19.408,0.193,0.045
Jul-94,345,Korea,415.0,430.0,14.923,6.412,0.0,0.0
Jul-94,345,New Zealand,47489.0,45031.0,1965.407,2208.218,19.544,34.137
Jul-94,345,Taiwan,707.0,425.0,52.961,41.031,0.652,0.0
Jul-94,345,Thailand,779.0,426.0,15.886,4.459,0.0,0.0
Jul-94,345,USA,1403.0,1388.0,0.0,0.0,0.0,0.0
Jul-94,328,Papua New Guinea,4669.0,3845.0,51.207,98.58,2.107,8.153
Jul-94,879,Fiji,7239.0,6319.0,412.661,380.701,2.053,6.318
Jul-94,524,Vanuatu,2057.0,2006.0,8.347,31.145,0.447,2.285
Jul-94,596,Italy,3757.0,4068.0,136.648,36.299,16.737,2.87
Jul-94,596,Thailand,1114.0,949.0,11.064,34.95,0.028,2.423
Jul-94,324,Japan,7041.0,5695.0,227.411,340.514,10.724,0.558
Jul-94,24,USA,0.0,0.0,0.0,0.0,26.879,0.0
Jul-94,30,Taiwan,5098.0,4146.0,166.601,71.901,0.0,2.549
Jul-94,1355,New Zealand,1545.0,1197.0,74.9,63.9,2.7,2.8
Jul-94,1572,New Zealand,1545.0,1197.0,74.9,63.9,2.7,2.8
Jul-94,1355,Singapore,3145.0,2593.0,66.1,327.2,4.3,0.9
Jul-94,1572,Singapore,3145.0,2593.0,66.1,327.2,4.3,0.9
Jul-94,1355,Thailand,2496.0,1813.0,17.6,85.5,0.4,0.5
Jul-94,1572,Thailand,2496.0,1813.0,17.6,85.5,0.4,0.5
Jul-94,1355,UK,11780.0,9339.0,521.4,306.5,95.7,9.2
Jul-94,1572,UK,11780.0,9339.0,521.4,306.5,95.7,9.2
Jul-94,2520,Indonesia,17955.0,17768.0,511.107,507.122,1.624,0.318
Jul-94,2637,Bahrain,2413.0,1606.0,100.836,67.75,2.969,2.572
Jul-94,2637,Singapore,0.0,622.0,0.0,33.758,0.0,0.228
Jul-94,2987,Japan,25055.0,18891.0,379.975,930.134,66.123,4.56
Jul-94,3090,Netherlands,2706.0,2776.0,71.596,75.331,9.767,3.472
Jul-94,3090,Singapore,285.0,189.0,4.908,0.0,0.0,0.0
Jul-94,3163,Korea,5663.0,4828.0,284.829,288.942,18.555,0.106
Jul-94,3239,Austria,900.0,384.0,21.075,3.77,0.375,0.36
Jul-94,3378,Malaysia,15892.0,14690.0,525.879,648.4,10.634,0.401
Jul-94,3378,New Zealand,1697.0,1550.0,41.828,6.605,0.0,0.0
Jul-94,3392,Taiwan,2066.0,1225.0,86.512,51.267,3.13,3.523
Jul-94,3465,Indonesia,691.0,687.0,0.124,2.17,0.0,0.0
Jul-94,3595,New Zealand,0.0,0.0,173.478,293.982,0.0,4.705
Jul-94,3596,New Zealand,0.0,0.0,173.478,293.982,0.0,4.705
Jul-94,3597,New Zealand,0.0,0.0,173.478,293.982,0.0,4.705
Jul-94,3598,New Zealand,0.0,0.0,173.478,293.982,0.0,4.705
Jul-94,3599,New Zealand,0.0,0.0,173.478,293.982,0.0,4.705
Jul-94,3731,Japan,968.0,399.0,9.993,119.487,47.375,0.0
Jul-94,3731,USA,558.0,511.0,9.542,53.245,8.773,0.0
Jul-94,3952,Philippines,5713.0,5203.0,153.195,253.06,4.657,0.3
Jul-94,3992,USA,0.0,0.0,789.671,0.0,0.0,0.0
Jul-94,4013,New Zealand,550.0,470.0,3.318,5.756,0.002,0.109
Jul-94,4013,Tonga,116.0,27.0,0.115,0.024,0.01,0.0
Jul-94,4013,Western Samoa,802.0,686.0,15.177,6.973,0.082,0.049
Jul-94,4255,Brunei,1666.0,1781.0,9.545,76.189,0.012,0.027
Jul-94,4275,Tonga,56.0,64.0,0.143,0.123,0.0,0.0
Jul-94,4435,Singapore,31812.0,25407.0,2268.277,2326.728,106.045,9.437
Jul-94,4797,Solomon Islands,451.0,464.0,8.321,5.417,0.951,0.872
Jul-94,4305,South Africa,1838.0,1586.0,59.741,43.518,2.077,0.935
Jul-94,4940,New Zealand,1346.0,1198.0,109.931,20.282,0.0,0.0
Jul-94,4940,Thailand,8562.0,6747.0,571.66,426.401,14.843,16.144
Jul-94,5209,New Zealand,4327.0,4348.0,381.313,468.204,8.355,8.469
Jul-94,5209,USA,20784.0,19484.0,35.042,365.692,123.768,15.497
Aug-94,412,Argentina,848.0,1118.0,9.216,42.738,0.901,1.059
Aug-94,412,New Zealand,203.0,24.0,0.0,0.0,0.0,0.0
Aug-94,751,China,580.0,490.0,3.45,11.7,0.7,0.81
Aug-94,137,France,753.0,822.0,43.431,17.022,1.43,1.763
Aug-94,137,Indonesia,154.0,135.0,0.166,0.175,0.533,0.385
Aug-94,137,New Caledonia,535.0,371.0,0.986,30.318,0.286,1.847
Aug-94,137,Singapore,99.0,109.0,0.0,4.0,0.0,0.0
Aug-94,137,Tahiti,3.0,23.0,0.0,0.0,0.0,0.0
Aug-94,1057,Mauritius,529.0,640.0,40.137,20.001,0.147,0.033
Aug-94,345,Korea,482.0,1489.0,33.019,6.68,0.0,0.0
Aug-94,345,New Zealand,48739.0,44266.0,1949.024,2366.117,21.025,37.392
Aug-94,345,Taiwan,548.0,609.0,25.272,38.195,0.722,0.0
Aug-94,345,Thailand,612.0,647.0,30.15,6.234,0.0,0.0
Aug-94,345,USA,1284.0,1480.0,0.0,0.0,0.0,0.0
Aug-94,328,Papua New Guinea,3705.0,3876.0,28.596,180.149,2.631,12.862
Aug-94,879,Fiji,4194.0,4385.0,333.024,431.098,2.944,6.07
Aug-94,524,Vanuatu,1938.0,1755.0,12.641,21.53,1.477,5.608
Aug-94,596,Italy,3301.0,3731.0,133.821,25.89,15.661,2.528
Aug-94,596,Thailand,955.0,947.0,17.03,53.286,0.0,1.878
Aug-94,324,Japan,6407.0,7496.0,246.688,383.75,12.367,0.649
Aug-94,24,USA,0.0,0.0,0.0,0.0,6.533,0.0
Aug-94,30,Taiwan,4052.0,4377.0,126.561,93.632,0.0,2.955
Aug-94,1355,Belgium,0.0,189.0,0.0,6.7,0.0,0.0
Aug-94,1572,Belgium,0.0,189.0,0.0,6.7,0.0,0.0
Aug-94,1355,New Zealand,1339.0,1010.0,89.8,37.9,2.2,4.0
Aug-94,1572,New Zealand,1339.0,1010.0,89.8,37.9,2.2,4.0
Aug-94,1355,Singapore,2843.0,2245.0,69.3,334.4,4.1,0.8
Aug-94,1572,Singapore,2843.0,2245.0,69.3,334.4,4.1,0.8
Aug-94,1355,Thailand,1819.0,1678.0,17.8,90.1,0.6,0.5
Aug-94,1572,Thailand,1819.0,1678.0,17.8,90.1,0.6,0.5
Aug-94,1355,UK,9472.0,10533.0,557.0,321.0,92.4,9.4
Aug-94,1572,UK,9472.0,10533.0,557.0,321.0,92.4,9.4
Aug-94,2520,Indonesia,13607.0,14003.0,574.331,417.352,2.116,0.719
Aug-94,2637,Bahrain,2101.0,1431.0,91.053,77.742,3.486,2.127
Aug-94,2637,Singapore,0.0,610.0,0.0,33.04,0.0,0.449
Aug-94,2987,Japan,24084.0,26739.0,408.699,988.263,57.804,4.008
Aug-94,3090,Netherlands,2732.0,2677.0,87.733,171.726,8.388,2.031
Aug-94,3090,Singapore,275.0,187.0,0.0,0.0,0.0,0.0
Aug-94,3163,Korea,4929.0,5799.0,273.182,307.707,10.929,0.315
Aug-94,3239,Austria,1107.0,487.0,22.185,6.567,0.609,0.311
Aug-94,3378,Malaysia,15220.0,13468.0,602.189,596.347,8.488,0.372
Aug-94,3378,New Zealand,1305.0,1798.0,63.701,16.267,0.0,0.0
Aug-94,3392,Taiwan,1424.0,1585.0,78.807,81.962,4.273,3.63
Aug-94,3465,Indonesia,459.0,453.0,0.244,1.61,0.0,0.0
Aug-94,3595,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Aug-94,3596,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Aug-94,3597,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Aug-94,3598,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Aug-94,3599,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Aug-94,3731,Japan,396.0,1105.0,3.032,104.003,27.542,0.0
Aug-94,3731,USA,414.0,232.0,0.836,51.911,15.338,0.0
Aug-94,3952,Philippines,4984.0,4408.0,153.295,331.312,4.367,0.243
Aug-94,3992,USA,0.0,0.0,1885.73,0.0,0.0,0.0
Aug-94,4013,New Zealand,612.0,567.0,3.442,23.94,0.0,0.0
Aug-94,4013,Tonga,83.0,88.0,0.057,0.129,0.036,0.0
Aug-94,4013,Western Samoa,448.0,542.0,3.263,5.851,0.051,0.25
Aug-94,4255,Brunei,1886.0,1746.0,8.907,77.82,0.017,0.019
Aug-94,4275,Tonga,60.0,71.0,0.069,0.27,0.014,0.0
Aug-94,4435,Singapore,25869.0,28355.0,2275.358,1976.775,104.302,11.693
Aug-94,4797,Solomon Islands,488.0,400.0,4.502,7.645,0.831,0.738
Aug-94,4305,South Africa,1318.0,1835.0,97.552,47.543,2.192,1.231
Aug-94,4940,New Zealand,1204.0,1259.0,108.824,24.304,0.0,0.0
Aug-94,4940,Thailand,6038.0,6267.0,389.274,409.491,14.294,14.193
Aug-94,5209,New Zealand,3709.0,3722.0,299.077,528.545,2.796,7.241
Aug-94,5209,USA,16054.0,17695.0,72.417,455.219,127.928,6.788
Sep-94,412,Argentina,1483.0,1182.0,1.884,34.308,1.298,1.317
Sep-94,412,New Zealand,109.0,176.0,0.0,0.0,0.0,0.0
Sep-94,751,China,830.0,460.0,5.07,13.02,0.65,2.25
Sep-94,137,France,940.0,820.0,55.317,17.602,1.96,4.11
Sep-94,137,Indonesia,265.0,227.0,0.1,19.529,0.591,0.843
Sep-94,137,New Caledonia,406.0,570.0,0.607,40.734,0.472,2.404
Sep-94,137,Singapore,144.0,57.0,0.0,8.3,0.0,0.0
Sep-94,137,Tahiti,1.0,9.0,0.0,0.0,0.0,0.0
Sep-94,1057,Mauritius,631.0,521.0,32.556,17.956,0.193,0.021
Sep-94,345,Korea,228.0,454.0,15.092,4.435,0.0,0.0
Sep-94,345,New Zealand,46513.0,52590.0,1968.195,2349.05,20.711,33.137
Sep-94,345,Taiwan,634.0,531.0,18.093,34.57,0.353,0.0
Sep-94,345,Thailand,837.0,660.0,17.993,3.288,0.495,0.0
Sep-94,345,USA,1299.0,1429.0,0.0,0.0,0.0,0.0
Sep-94,328,Papua New Guinea,4261.0,4265.0,46.016,149.624,1.786,10.956
Sep-94,879,Fiji,5024.0,5789.0,304.71,415.604,2.021,5.917
Sep-94,524,Vanuatu,1708.0,1903.0,11.999,17.914,1.135,3.883
Sep-94,596,Italy,4379.0,3793.0,110.63,31.31,13.921,2.604
Sep-94,596,Thailand,892.0,907.0,21.669,152.966,3.2,0.296
Sep-94,324,Japan,5418.0,5954.0,220.827,454.659,9.376,0.273
Sep-94,24,USA,0.0,0.0,0.0,0.0,4.912,0.0
Sep-94,30,Taiwan,3948.0,3253.0,182.291,125.711,0.0,2.04
Sep-94,1355,New Zealand,1290.0,1628.0,63.6,47.1,2.1,3.1
Sep-94,1572,New Zealand,1290.0,1628.0,63.6,47.1,2.1,3.1
Sep-94,1355,Singapore,3238.0,2408.0,57.5,355.3,4.3,0.6
Sep-94,1572,Singapore,3238.0,2408.0,57.5,355.3,4.3,0.6
Sep-94,1355,Thailand,2218.0,1730.0,21.2,85.5,0.4,0.6
Sep-94,1572,Thailand,2218.0,1730.0,21.2,85.5,0.4,0.6
Sep-94,1355,UK,10624.0,9970.0,480.3,333.6,90.5,9.4
Sep-94,1572,UK,10624.0,9970.0,480.3,333.6,90.5,9.4
Sep-94,2520,Indonesia,15171.0,15759.0,557.467,526.667,0.86,0.421
Sep-94,2637,Bahrain,2311.0,1711.0,94.008,89.208,2.823,2.118
Sep-94,2637,Singapore,0.0,494.0,0.0,53.06,0.0,0.14
Sep-94,2987,Japan,18798.0,20095.0,496.33,1547.246,61.347,3.971
Sep-94,3090,Netherlands,3179.0,2920.0,87.542,87.974,12.142,3.264
Sep-94,3090,Singapore,352.0,145.0,5.083,0.0,0.0,0.0
Sep-94,3163,Korea,5312.0,5588.0,340.692,343.926,12.437,0.148
Sep-94,3239,Austria,957.0,521.0,24.034,4.637,0.407,0.341
Sep-94,3378,Malaysia,16018.0,14551.0,521.587,760.581,8.103,0.299
Sep-94,3378,New Zealand,1514.0,1537.0,43.362,22.506,0.0,0.0
Sep-94,3392,Taiwan,1646.0,1257.0,67.63,91.397,3.537,2.71
Sep-94,3465,Indonesia,452.0,484.0,0.141,2.515,0.0,0.0
Sep-94,3595,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Sep-94,3596,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Sep-94,3597,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Sep-94,3598,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Sep-94,3599,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Sep-94,3952,Philippines,5851.0,4448.0,174.692,441.854,3.972,0.162
Sep-94,3992,USA,0.0,0.0,2174.754,0.0,0.0,0.0
Sep-94,4013,New Zealand,197.0,229.0,0.035,0.0,0.0,0.0
Sep-94,4013,Tonga,31.0,36.0,0.0,0.121,0.0,0.0
Sep-94,4013,Western Samoa,138.0,153.0,1.488,2.18,0.027,0.0
Sep-94,4255,Brunei,1735.0,1815.0,4.313,86.482,0.016,0.025
Sep-94,4275,Tonga,30.0,36.0,0.0,0.0,0.0,0.0
Sep-94,4435,Singapore,30029.0,25350.0,2532.815,2661.224,112.791,11.557
Sep-94,4797,Solomon Islands,450.0,526.0,5.961,10.08,0.933,0.192
Sep-94,4305,South Africa,1820.0,1306.0,65.518,77.528,1.337,1.354
Sep-94,4940,New Zealand,873.0,1570.0,83.387,38.875,0.0,0.0
Sep-94,4940,Thailand,6971.0,6792.0,357.703,373.53,12.946,14.933
Sep-94,5209,New Zealand,4087.0,4740.0,325.139,512.425,3.146,5.581
Sep-94,5209,USA,16674.0,18331.0,51.976,499.332,108.644,7.269
Oct-94,412,Argentina,1564.0,1246.0,3.609,48.753,0.866,0.944
Oct-94,412,New Zealand,127.0,203.0,0.0,0.0,0.0,0.0
Oct-94,751,China,670.0,505.0,5.2,15.0,0.9,0.77
Oct-94,137,France,1018.0,590.0,55.289,9.792,2.4,1.515
Oct-94,137,Indonesia,248.0,131.0,0.0,0.025,0.519,0.501
Oct-94,137,New Caledonia,721.0,484.0,2.059,41.711,0.32,1.762
Oct-94,137,Singapore,216.0,44.0,0.0,26.567,0.0,0.0
Oct-94,137,Tahiti,0.0,5.0,0.0,0.0,0.0,0.0
Oct-94,1057,Mauritius,608.0,558.0,23.387,32.932,0.129,0.015
Oct-94,345,Korea,550.0,839.0,19.218,3.344,0.0,0.0
Oct-94,345,New Zealand,52402.0,49706.0,2025.041,2268.485,18.121,27.014
Oct-94,345,Taiwan,1561.0,772.0,45.511,41.731,0.557,0.0
Oct-94,345,Thailand,1100.0,532.0,10.269,6.673,0.0,0.0
Oct-94,345,USA,1319.0,1289.0,0.0,0.0,0.0,0.0
Oct-94,328,Papua New Guinea,3974.0,4368.0,37.628,159.646,1.71,13.69
Oct-94,879,Fiji,6699.0,4776.0,343.027,428.503,3.217,5.626
Oct-94,524,Vanuatu,2110.0,1859.0,12.247,23.018,3.154,4.374
Oct-94,596,Italy,4451.0,2367.0,127.914,21.111,8.265,2.189
Oct-94,596,Thailand,858.0,902.0,34.907,66.25,5.124,0.144
Oct-94,324,Japan,5113.0,4721.0,248.078,526.044,10.77,2.093
Oct-94,24,USA,0.0,0.0,0.0,0.0,15.035,0.0
Oct-94,30,Taiwan,5606.0,4558.0,154.994,146.348,0.0,1.299
Oct-94,1355,New Zealand,1712.0,1584.0,81.3,57.0,1.7,2.8
Oct-94,1572,New Zealand,1712.0,1584.0,81.3,57.0,1.7,2.8
Oct-94,1355,Singapore,3105.0,2265.0,80.3,370.0,3.6,0.8
Oct-94,1572,Singapore,3105.0,2265.0,80.3,370.0,3.6,0.8
Oct-94,1355,Thailand,2946.0,2006.0,33.8,99.0,0.4,0.5
Oct-94,1572,Thailand,2946.0,2006.0,33.8,99.0,0.4,0.5
Oct-94,1355,UK,13330.0,7573.0,481.2,363.7,104.2,11.3
Oct-94,1572,UK,13330.0,7573.0,481.2,363.7,104.2,11.3
Oct-94,2520,Indonesia,18379.0,13421.0,586.954,709.869,1.441,0.258
Oct-94,2637,Bahrain,2861.0,1111.0,66.69,103.25,3.057,1.137
Oct-94,2637,Singapore,0.0,386.0,0.0,64.511,0.0,0.196
Oct-94,2987,Japan,22379.0,20043.0,504.631,1511.917,64.325,4.771
Oct-94,3090,Netherlands,3347.0,2388.0,90.315,73.596,13.793,3.28
Oct-94,3090,Singapore,303.0,118.0,0.009,0.0,0.0,0.0
Oct-94,3163,Korea,4901.0,4657.0,329.771,428.429,13.062,0.219
Oct-94,3239,Austria,904.0,578.0,17.803,4.927,0.409,0.218
Oct-94,3378,Malaysia,16658.0,12227.0,564.327,761.691,9.396,0.241
Oct-94,3378,New Zealand,1565.0,1748.0,28.084,4.525,0.0,0.0
Oct-94,3392,Taiwan,1769.0,1563.0,80.974,109.041,3.24,1.501
Oct-94,3465,Indonesia,629.0,608.0,0.672,1.24,0.0,0.0
Oct-94,3490,Lebanon,1264.0,285.0,1.777,2.73,0.538,0.0
Oct-94,3490,United Arab Emirates,0.0,0.0,0.0,3.185,0.0,0.0
Oct-94,3952,Philippines,5938.0,3698.0,175.776,435.346,3.879,0.113
Oct-94,3992,USA,0.0,0.0,2032.582,0.0,0.0,0.0
Oct-94,4013,New Zealand,714.0,745.0,0.285,0.098,0.0,0.141
Oct-94,4013,Tonga,61.0,47.0,0.777,0.653,0.0,0.003
Oct-94,4013,Western Samoa,273.0,164.0,19.469,1.028,0.052,0.111
Oct-94,4255,Brunei,2037.0,1369.0,18.681,77.37,0.023,0.023
Oct-94,4275,Tonga,30.0,27.0,0.03,0.0,0.0,0.0
Oct-94,4435,Singapore,36069.0,23787.0,2603.094,2706.11,105.523,19.276
Oct-94,4797,Solomon Islands,594.0,561.0,8.446,12.882,0.95,0.225
Oct-94,4305,South Africa,1973.0,1680.0,54.727,65.171,2.299,1.517
Oct-94,4940,New Zealand,1107.0,1067.0,100.446,22.93,0.25,0.0
Oct-94,4940,Thailand,8908.0,7253.0,411.688,373.287,13.923,13.285
Oct-94,5209,New Zealand,5348.0,5242.0,426.429,542.561,6.093,5.343
Oct-94,5209,USA,19981.0,15898.0,41.914,435.816,111.75,9.41
Nov-94,412,Argentina,1407.0,1962.0,1.046,42.361,0.715,1.692
Nov-94,412,New Zealand,130.0,169.0,0.0,0.0,0.0,0.0
Nov-94,751,China,380.0,480.0,8.4,12.7,0.4,1.97
Nov-94,137,France,753.0,600.0,8.138,8.162,1.24,0.158
Nov-94,137,Indonesia,189.0,179.0,0.016,3.156,0.351,0.064
Nov-94,137,New Caledonia,330.0,379.0,13.392,14.886,0.249,1.745
Nov-94,137,Singapore,90.0,30.0,0.0,11.69,0.0,0.0
Nov-94,137,Tahiti,2.0,26.0,0.0,0.0,0.0,0.0
Nov-94,1057,Mauritius,555.0,552.0,34.332,16.762,0.221,0.031
Nov-94,345,Japan,351.0,362.0,0.0,35.634,0.0,0.0
Nov-94,345,Korea,1497.0,957.0,35.065,0.0,0.0,0.0
Nov-94,345,New Zealand,44972.0,48055.0,2103.054,2136.317,18.089,6.122
Nov-94,345,Taiwan,974.0,1001.0,76.988,44.284,0.513,0.0
Nov-94,345,Thailand,591.0,190.0,13.065,3.689,0.0,0.0
Nov-94,345,USA,3109.0,2840.0,68.84,98.553,0.0,0.0
Nov-94,328,Papua New Guinea,3958.0,4180.0,48.386,130.006,2.992,11.943
Nov-94,879,Fiji,3870.0,3809.0,327.01,418.977,2.493,6.051
Nov-94,524,Vanuatu,1790.0,1726.0,13.533,21.487,2.269,7.57
Nov-94,596,Italy,4101.0,2879.0,120.655,32.598,6.764,0.194
Nov-94,596,Thailand,886.0,1095.0,8.264,52.28,4.12,0.0
Nov-94,324,Japan,5447.0,5445.0,202.475,599.691,3.511,7.789
Nov-94,24,USA,146.0,106.0,0.0,0.0,6.691,0.0
Nov-94,30,Taiwan,4124.0,5541.0,166.984,119.275,0.0,2.055
Nov-94,1355,New Zealand,1227.0,1293.0,79.8,47.1,4.0,3.8
Nov-94,1572,New Zealand,1227.0,1293.0,79.8,47.1,4.0,3.8
Nov-94,1355,Singapore,3515.0,2711.0,80.8,363.6,3.9,3.6
Nov-94,1572,Singapore,3515.0,2711.0,80.8,363.6,3.9,3.6
Nov-94,1355,Thailand,2467.0,1998.0,32.6,108.1,0.3,1.0
Nov-94,1572,Thailand,2467.0,1998.0,32.6,108.1,0.3,1.0
Nov-94,1355,UK,10499.0,8082.0,444.1,353.4,124.7,14.6
Nov-94,1572,UK,10499.0,8082.0,444.1,353.4,124.7,14.6
Nov-94,2520,Indonesia,14022.0,13727.0,536.309,727.032,0.894,0.108
Nov-94,2637,Bahrain,2936.0,1501.0,117.597,145.14,1.172,1.342
Nov-94,2637,Singapore,0.0,595.0,0.0,82.849,0.0,0.073
Nov-94,2987,Japan,19144.0,19361.0,473.148,1466.041,59.845,8.989
Nov-94,3090,Netherlands,2606.0,2786.0,89.649,68.878,15.443,3.85
Nov-94,3090,Singapore,257.0,119.0,0.0,0.0,0.0,0.0
Nov-94,3163,Korea,5751.0,5324.0,350.499,537.327,9.143,0.082
Nov-94,3239,Austria,1694.0,910.0,14.954,2.189,0.932,0.0
Nov-94,3378,Malaysia,15289.0,15243.0,624.963,810.081,7.374,0.144
Nov-94,3378,New Zealand,964.0,1294.0,54.055,6.292,0.004,0.0
Nov-94,3392,Taiwan,1232.0,1573.0,122.883,92.875,3.481,3.111
Nov-94,3465,Indonesia,301.0,478.0,0.729,1.705,0.0,0.0
Nov-94,3490,Lebanon,374.0,449.0,0.327,12.76,0.236,0.012
Nov-94,3490,Singapore,0.0,1.0,0.0,0.0,0.0,0.0
Nov-94,3490,United Arab Emirates,0.0,1.0,0.0,2.675,0.0,0.0
Nov-94,3952,Philippines,4604.0,4557.0,214.191,446.677,3.74,0.113
Nov-94,3992,USA,0.0,0.0,1301.233,0.0,0.0,0.0
Nov-94,4013,New Zealand,659.0,768.0,0.051,0.551,0.0,0.0
Nov-94,4013,Tonga,104.0,68.0,0.133,0.342,0.036,0.033
Nov-94,4013,Western Samoa,122.0,166.0,2.477,2.659,0.052,0.562
Nov-94,4255,Brunei,2014.0,2222.0,19.113,113.526,0.026,0.0
Nov-94,4435,Singapore,35086.0,33735.0,2722.676,2884.004,139.118,50.553
Nov-94,4797,Solomon Islands,377.0,335.0,14.424,10.56,0.82,0.36
Nov-94,4305,South Africa,2172.0,1446.0,44.708,77.222,5.131,0.546
Nov-94,4940,New Zealand,1187.0,1269.0,92.503,36.334,0.0,0.0
Nov-94,4940,Thailand,7196.0,6194.0,362.35,409.781,12.159,6.876
Nov-94,5209,New Zealand,4646.0,5567.0,426.152,540.322,0.686,4.445
Nov-94,5209,USA,16446.0,15787.0,33.371,410.851,118.864,21.392
Dec-94,412,Argentina,1773.0,2300.0,3.415,30.609,1.29,1.807
Dec-94,412,New Zealand,160.0,129.0,0.0,0.0,0.0,0.0
Dec-94,751,China,550.0,1220.0,7.6,18.2,0.9,2.3
Dec-94,137,France,705.0,796.0,6.823,21.242,3.3,0.238
Dec-94,137,Indonesia,319.0,238.0,0.0,28.239,0.666,0.107
Dec-94,137,New Caledonia,709.0,600.0,25.723,32.747,0.324,2.644
Dec-94,137,Singapore,80.0,99.0,0.205,39.873,0.0,0.0
Dec-94,137,Tahiti,4.0,8.0,0.0,0.0,0.0,0.0
Dec-94,1057,Mauritius,998.0,1024.0,48.979,26.443,0.716,0.061
Dec-94,345,Japan,349.0,501.0,0.521,31.33,0.0,0.0
Dec-94,345,Korea,586.0,1053.0,41.454,8.076,0.0,0.0
Dec-94,345,New Zealand,49262.0,51839.0,2005.301,2155.587,56.329,8.233
Dec-94,345,Taiwan,998.0,1005.0,52.029,31.006,0.555,1.242
Dec-94,345,Thailand,459.0,203.0,19.961,14.274,0.0,0.0
Dec-94,345,USA,3341.0,4076.0,76.895,109.878,0.0,0.0
Dec-94,328,Papua New Guinea,5450.0,3986.0,59.008,218.628,4.993,9.974
Dec-94,879,Fiji,4868.0,7372.0,278.767,404.384,2.804,6.409
Dec-94,524,Vanuatu,1575.0,1838.0,19.511,23.495,1.479,4.983
Dec-94,596,Italy,3764.0,4107.0,136.17,32.932,10.812,0.0
Dec-94,596,Thailand,1029.0,1170.0,7.556,99.607,0.101,0.0
Dec-94,324,Japan,6659.0,5695.0,175.644,632.35,27.539,11.157
Dec-94,24,USA,411.0,290.0,0.0,0.0,19.675,0.0
Dec-94,30,Taiwan,4820.0,5093.0,143.554,122.107,0.0,2.327
Dec-94,1355,New Zealand,1619.0,1802.0,75.0,37.0,8.5,3.8
Dec-94,1572,New Zealand,1619.0,1802.0,75.0,37.0,8.5,3.8
Dec-94,1355,Singapore,3507.0,4577.0,72.2,365.6,4.8,5.2
Dec-94,1572,Singapore,3507.0,4577.0,72.2,365.6,4.8,5.2
Dec-94,1355,Thailand,2508.0,2927.0,39.4,169.4,1.8,0.4
Dec-94,1572,Thailand,2508.0,2927.0,39.4,169.4,1.8,0.4
Dec-94,1355,UK,11186.0,10293.0,379.9,271.8,217.5,23.8
Dec-94,1572,UK,11186.0,10293.0,379.9,271.8,217.5,23.8
Dec-94,2520,Indonesia,18801.0,19371.0,449.339,725.449,0.795,0.097
Dec-94,2637,Bahrain,2693.0,1566.0,142.599,155.607,4.874,3.058
Dec-94,2637,Singapore,0.0,932.0,0.0,54.756,0.0,0.003
Dec-94,2987,Japan,23701.0,19609.0,440.576,1454.645,87.429,11.161
Dec-94,3090,Netherlands,2868.0,2688.0,88.906,83.105,20.443,10.248
Dec-94,3090,Singapore,181.0,123.0,0.0,0.0,0.0,0.0
Dec-94,3163,Korea,6195.0,6439.0,328.706,615.252,8.159,0.001
Dec-94,3239,Austria,1684.0,1824.0,8.754,2.389,2.0,0.0
Dec-94,3378,Malaysia,14409.0,19456.0,585.932,726.381,5.592,0.034
Dec-94,3378,New Zealand,1248.0,1630.0,60.208,7.234,0.0,0.0
Dec-94,3392,Taiwan,1922.0,2752.0,98.013,124.555,3.977,4.633
