Month,Airline ID,Port_Country,Passengers_In,Passengers_Out,Freight_In_(tonnes),Freight_Out_(tonnes),Mail_In_(tonnes),Mail_Out_(tonnes)
Feb-07,1308,Papua New Guinea,959.0,965.0,1.906,18.948,0.0,0.0
Feb-07,571,New Zealand,0.0,0.0,300.907,287.426,0.0,0.0
Feb-07,28,Korea,7620.0,6758.0,198.906,132.92,14.786,0.0
Feb-07,491,Austria,6720.0,6787.0,0.0,0.0,0.0,0.0
Feb-07,491,Malaysia,1933.0,1551.0,0.0,0.0,0.0,0.0
Feb-07,491,Singapore,1102.0,770.0,0.0,0.0,0.0,0.0
Feb-07,1355,Singapore,2555.0,1945.0,86.723,206.631,0.0,0.0
Feb-07,1572,Singapore,2555.0,1945.0,86.723,206.631,0.0,0.0
Feb-07,1355,Thailand,4619.0,3224.0,37.796,57.58,0.0,0.0
Feb-07,1572,Thailand,4619.0,3224.0,37.796,57.58,0.0,0.0
Feb-07,1355,UK,7470.0,6756.0,325.625,108.047,37.914,0.0
Feb-07,1572,UK,7470.0,6756.0,325.625,108.047,37.914,0.0
Feb-07,1756,Taiwan,6508.0,5148.0,90.213,43.896,6.871,0.0
Feb-07,1758,China,12385.0,7824.0,125.495,64.539,6.987,0.735
Feb-07,1767,China,6473.0,4416.0,167.17,10.79,7.404,1.325
Feb-07,1884,Guam,925.0,937.0,0.17,2.016,0.005,0.006
Feb-07,2183,New Zealand,19927.0,19093.0,1238.804,664.8,5.666,0.0
Feb-07,2183,Singapore,3070.0,2101.0,124.995,377.973,21.776,6.566
Feb-07,2183,Thailand,1622.0,1245.0,48.993,3.754,0.0,0.0
Feb-07,2183,United Arab Emirates,39392.0,31773.0,1262.911,1396.522,40.163,0.373
Feb-07,2520,Indonesia,11163.0,8905.0,195.101,106.981,2.238,0.277
Feb-07,2637,Bahrain,4272.0,2516.0,95.172,157.3,8.01,13.051
Feb-07,2637,Singapore,1591.0,1197.0,107.213,90.153,0.336,0.0
Feb-07,2688,USA,2536.0,2033.0,4.342,52.367,2.896,0.0
Feb-07,2970,Japan,11057.0,10002.0,132.969,82.043,83.59,0.0
Feb-07,2987,Japan,22437.0,20881.0,303.138,227.109,40.0,3.291
Feb-07,3163,Korea,13366.0,10561.0,759.106,588.345,40.73,4.549
Feb-07,3378,Malaysia,51443.0,38827.0,3022.687,1426.204,11.161,0.012
Feb-07,3465,Indonesia,47.0,87.0,0.0,0.0,0.0,0.0
Feb-07,3848,Solomon Islands,0.0,0.0,3.3,64.915,0.0,0.0
Feb-07,3952,Philippines,3573.0,2775.0,57.102,41.716,4.04,0.0
Feb-07,4255,Brunei,6483.0,3844.0,98.973,211.948,0.064,0.0
Feb-07,4255,New Zealand,985.0,916.0,9.265,17.625,0.0,0.0
Feb-07,4435,New Zealand,0.0,0.0,36.081,179.424,0.0,0.0
Feb-07,4435,Singapore,110901.0,90527.0,4194.488,4616.583,77.218,1.682
Feb-07,4797,Solomon Islands,1176.0,961.0,10.703,12.542,0.0,0.0
Feb-07,4305,South Africa,4601.0,2915.0,67.983,149.38,3.289,1.38
Feb-07,4940,Thailand,41795.0,30631.0,1367.968,1187.537,92.427,6.328
Feb-07,4936,Singapore,2366.0,1655.0,0.0,0.0,0.0,0.0
Feb-07,5209,USA,20359.0,17047.0,35.515,502.206,141.587,14.224
Feb-07,5263,Hong Kong,0.0,0.0,0.0,3.15,0.0,0.0
Feb-07,5263,USA,0.0,0.0,807.046,0.0,0.0,0.0
Feb-07,5309,Vietnam,7942.0,6576.0,119.973,40.751,0.0,0.0
Feb-07,5347,Hong Kong,4822.0,3277.0,365.392,151.732,0.0,0.0
Feb-07,5347,UK,2481.0,2808.0,76.929,69.899,0.0,0.0
Feb-07,5360,Fiji,4092.0,4078.0,9.383,19.818,0.0,0.0
Feb-07,5360,New Zealand,14666.0,16881.0,57.511,47.768,0.0,0.0
Feb-07,5360,Tonga,686.0,535.0,4.922,0.559,0.0,0.0
Feb-07,5360,Vanuatu,1109.0,1107.0,0.0,4.065,0.0,0.0
Mar-07,412,Argentina,1995.0,1999.0,8.631,10.87,0.3,0.0
Mar-07,412,New Zealand,1488.0,1561.0,38.444,55.264,0.0,0.0
Mar-07,330,Canada,3461.0,3872.0,0.006,0.0,0.0,0.0
Mar-07,330,USA,858.0,866.0,141.113,180.317,2.98,0.119
Mar-07,751,China,6841.0,5817.0,130.166,124.366,7.498,1.488
Mar-07,1057,Mauritius,2241.0,2355.0,68.876,90.247,0.153,0.0
Mar-07,345,China,0.0,0.0,0.0,8.613,0.0,0.0
Mar-07,345,Cook Islands,9.0,16.0,0.0,0.0,0.0,0.0
Mar-07,345,Germany,0.0,0.0,0.0,8.008,0.0,0.0
Mar-07,345,New Zealand,89268.0,82110.0,1916.337,1489.415,181.586,2.825
Mar-07,345,USA,490.0,564.0,463.463,12.323,0.285,0.0
Mar-07,328,Papua New Guinea,5452.0,5345.0,59.396,208.595,1.781,26.858
Mar-07,879,Fiji,11974.0,13109.0,254.881,302.044,0.016,14.952
Mar-07,225,Tahiti,2070.0,2130.0,59.979,49.785,0.0,0.0
Mar-07,524,Vanuatu,2798.0,2902.0,13.148,32.352,3.374,5.324
Mar-07,1308,Papua New Guinea,1096.0,1008.0,2.087,23.219,0.0,0.0
Mar-07,571,New Zealand,0.0,0.0,333.478,358.31,0.0,0.0
Mar-07,28,Korea,7632.0,7672.0,213.055,122.703,26.721,0.0
Mar-07,491,Austria,3416.0,5541.0,0.0,0.0,0.0,0.0
Mar-07,491,Malaysia,1299.0,840.0,0.0,0.0,0.0,0.0
Mar-07,491,Singapore,494.0,322.0,0.0,0.0,0.0,0.0
Mar-07,1355,Singapore,2839.0,2559.0,105.856,239.637,0.0,0.0
Mar-07,1572,Singapore,2839.0,2559.0,105.856,239.637,0.0,0.0
Mar-07,1355,Thailand,4416.0,4116.0,59.32,57.492,0.0,0.0
Mar-07,1572,Thailand,4416.0,4116.0,59.32,57.492,0.0,0.0
Mar-07,1355,UK,8169.0,8801.0,373.486,82.343,42.624,0.0
Mar-07,1572,UK,8169.0,8801.0,373.486,82.343,42.624,0.0
Mar-07,1756,Taiwan,6516.0,6511.0,149.006,32.349,7.655,0.0
Mar-07,1758,China,7118.0,6263.0,72.658,29.744,7.64,1.232
Mar-07,1767,China,5925.0,5338.0,221.397,16.651,12.034,2.074
Mar-07,1884,Guam,993.0,945.0,0.254,1.158,0.005,0.008
Mar-07,2183,New Zealand,24445.0,20226.0,1324.204,837.297,2.013,0.0
Mar-07,2183,Singapore,3334.0,2595.0,149.374,338.967,21.738,0.0
Mar-07,2183,Thailand,1362.0,1559.0,31.932,0.0,0.0,0.0
Mar-07,2183,United Arab Emirates,36262.0,44130.0,1361.369,1537.686,60.709,1.584
Mar-07,2222,United Arab Emirates,379.0,634.0,7.138,24.97,0.0,0.024
Mar-07,2520,Indonesia,11039.0,12078.0,214.981,132.075,3.949,0.191
Mar-07,2637,Bahrain,2596.0,3154.0,81.357,159.592,6.297,12.806
Mar-07,2637,Singapore,607.0,769.0,77.684,46.917,0.0,0.0
Mar-07,2688,USA,2838.0,2921.0,4.579,61.683,5.582,0.0
Mar-07,2970,Japan,8751.0,9510.0,187.16,153.602,93.419,0.131
Mar-07,2987,Japan,17081.0,18033.0,336.847,246.206,38.225,2.979
Mar-07,3163,Korea,11668.0,12867.0,958.467,719.369,43.162,3.048
Mar-07,3378,Malaysia,48894.0,48114.0,3843.814,1720.981,15.072,0.006
Mar-07,3465,Indonesia,81.0,114.0,0.0,0.0,0.0,0.0
Mar-07,3848,Solomon Islands,0.0,0.0,1.008,65.88,0.0,0.0
Mar-07,3952,Philippines,3356.0,3388.0,74.966,45.167,4.508,0.0
Mar-07,4255,Brunei,4903.0,4943.0,120.316,203.434,0.097,0.0
Mar-07,4255,New Zealand,1041.0,666.0,20.41,16.599,0.0,0.0
Mar-07,4435,New Zealand,0.0,0.0,0.0,269.247,0.0,0.0
Mar-07,4435,Singapore,108713.0,105658.0,5187.594,4504.548,126.42,1.807
Mar-07,4797,Solomon Islands,1258.0,1478.0,11.931,21.34,0.0,0.0
Mar-07,4305,South Africa,4784.0,3932.0,78.342,196.815,5.293,1.595
Mar-07,4940,Thailand,37719.0,40260.0,1777.768,1193.058,124.486,5.372
Mar-07,4936,Singapore,2256.0,2590.0,0.0,0.0,0.0,0.0
Mar-07,5209,USA,18227.0,20721.0,82.076,589.715,203.751,8.038
Mar-07,5263,Hong Kong,0.0,0.0,0.0,4.27,0.0,0.0
Mar-07,5263,USA,0.0,0.0,929.008,0.0,0.0,0.0
Mar-07,5309,Vietnam,8596.0,7441.0,212.434,40.175,0.0,0.0
Mar-07,5347,Hong Kong,3609.0,3172.0,513.188,239.627,0.0,0.0
Mar-07,5347,UK,2751.0,3907.0,50.679,48.55,0.0,0.0
Mar-07,5360,Fiji,4578.0,4952.0,19.325,31.048,0.0,0.0
Mar-07,5360,New Zealand,17080.0,16279.0,51.917,44.804,0.0,0.0
Mar-07,5360,Tonga,640.0,546.0,3.4,1.596,0.0,0.0
Mar-07,5360,Vanuatu,1252.0,1269.0,0.0,7.748,0.0,0.0
Apr-07,412,Argentina,1688.0,1464.0,2.787,9.835,0.4,0.0
Apr-07,412,New Zealand,1233.0,1523.0,32.276,60.184,0.0,0.0
Apr-07,330,Canada,2548.0,4311.0,0.014,0.0,0.0,0.0
Apr-07,330,USA,962.0,964.0,154.279,192.675,2.728,0.027
Apr-07,751,China,6196.0,5000.0,153.324,118.657,7.344,1.381
Apr-07,1057,Mauritius,2595.0,2410.0,35.808,79.237,0.16,0.0
Apr-07,345,China,0.0,0.0,0.0,49.117,0.0,0.0
Apr-07,345,Cook Islands,68.0,46.0,0.0,0.0,0.0,0.0
Apr-07,345,Germany,0.0,0.0,3.02,0.0,0.0,0.0
Apr-07,345,New Zealand,90423.0,84639.0,1652.942,1334.56,193.456,2.721
Apr-07,345,USA,703.0,1219.0,463.064,17.875,4.697,0.0
Apr-07,328,Papua New Guinea,5797.0,6111.0,43.59,169.578,1.153,24.312
Apr-07,879,Fiji,14875.0,15237.0,283.286,278.77,0.019,14.728
Apr-07,225,Tahiti,1691.0,2135.0,65.506,50.635,0.0,0.0
Apr-07,524,Vanuatu,3218.0,3195.0,14.324,28.484,0.0,1.134
Apr-07,1308,Papua New Guinea,1241.0,1296.0,2.33,19.27,0.0,0.0
Apr-07,571,New Zealand,0.0,0.0,247.263,242.154,0.0,0.0
Apr-07,28,Korea,6665.0,6477.0,224.644,114.22,24.933,0.0
Apr-07,1355,Singapore,2314.0,2361.0,130.932,213.941,0.0,0.0
Apr-07,1572,Singapore,2314.0,2361.0,130.932,213.941,0.0,0.0
Apr-07,1355,Thailand,5008.0,4506.0,40.152,43.652,0.0,0.0
Apr-07,1572,Thailand,5008.0,4506.0,40.152,43.652,0.0,0.0
Apr-07,1355,UK,6529.0,9363.0,390.601,75.279,64.372,0.0
Apr-07,1572,UK,6529.0,9363.0,390.601,75.279,64.372,0.0
Apr-07,1756,Taiwan,6719.0,7084.0,129.891,33.628,14.461,0.0
Apr-07,1758,China,6347.0,4965.0,87.053,52.035,12.865,1.39
Apr-07,1767,China,5977.0,4612.0,285.489,17.228,11.966,1.874
Apr-07,1884,Guam,836.0,889.0,0.402,2.301,0.007,0.005
Apr-07,2183,New Zealand,24480.0,23505.0,1080.563,893.834,3.46,0.0
Apr-07,2183,Singapore,2671.0,2719.0,158.277,339.423,22.831,0.0
Apr-07,2183,Thailand,1321.0,1037.0,48.096,15.734,0.0,0.0
Apr-07,2183,United Arab Emirates,31883.0,47100.0,1527.748,1349.43,80.926,0.394
Apr-07,2222,United Arab Emirates,1457.0,2681.0,49.132,99.211,0.565,0.024
Apr-07,2520,Indonesia,13587.0,13129.0,198.665,121.35,2.391,0.072
Apr-07,2637,Bahrain,2070.0,2681.0,96.074,83.07,5.498,11.799
Apr-07,2637,Singapore,540.0,530.0,56.724,35.031,0.0,0.0
Apr-07,2688,USA,2814.0,2761.0,5.971,45.169,1.859,0.0
Apr-07,2970,Japan,7887.0,7272.0,201.941,149.929,94.317,0.0
Apr-07,2987,Japan,9055.0,8735.0,209.616,211.217,19.268,0.0
Apr-07,3163,Korea,11911.0,11677.0,956.767,613.69,44.75,1.996
Apr-07,3378,Malaysia,43108.0,47550.0,3900.083,1268.059,1.431,0.0
Apr-07,3465,Indonesia,98.0,108.0,0.0,0.0,0.0,0.0
Apr-07,3848,Solomon Islands,0.0,0.0,1.924,114.647,0.0,0.0
Apr-07,3952,Philippines,3499.0,3260.0,85.431,15.756,3.213,0.0
Apr-07,4255,Brunei,4016.0,4652.0,118.466,174.288,0.06,0.0
Apr-07,4255,New Zealand,1037.0,979.0,7.749,28.705,0.0,0.0
Apr-07,4435,New Zealand,0.0,0.0,0.0,232.191,0.0,0.0
Apr-07,4435,Singapore,100260.0,106465.0,4603.505,3557.292,88.775,0.982
Apr-07,4797,Solomon Islands,1385.0,1486.0,9.781,12.582,0.0,0.0
Apr-07,4305,South Africa,4088.0,4216.0,40.304,242.688,4.927,1.37
Apr-07,4940,Thailand,39260.0,43363.0,1717.736,948.967,162.485,2.104
Apr-07,4936,Singapore,4113.0,4238.0,0.0,0.0,0.0,0.0
Apr-07,5209,USA,14718.0,18630.0,56.026,546.571,205.831,2.418
Apr-07,5263,Hong Kong,0.0,0.0,0.0,5.92,0.0,0.0
Apr-07,5263,USA,0.0,0.0,791.44,0.0,0.0,0.0
Apr-07,5309,Vietnam,8204.0,6102.0,130.422,21.523,0.0,0.0
Apr-07,5347,Hong Kong,4419.0,3598.0,389.659,164.085,0.0,0.0
Apr-07,5347,UK,2142.0,2839.0,83.594,44.734,0.0,0.0
Apr-07,5360,Fiji,5670.0,5557.0,16.104,22.589,0.0,0.0
Apr-07,5360,New Zealand,17151.0,16918.0,75.783,30.737,0.0,0.0
Apr-07,5360,Tonga,667.0,650.0,5.027,1.288,0.0,0.0
Apr-07,5360,Vanuatu,1309.0,1267.0,0.0,7.32,0.0,0.0
May-07,412,Argentina,1438.0,1016.0,5.563,14.288,0.5,0.0
May-07,412,New Zealand,909.0,1060.0,34.069,45.164,0.0,0.0
May-07,330,Canada,3509.0,5187.0,0.068,0.0,0.0,0.0
May-07,330,USA,807.0,550.0,160.084,178.355,3.368,0.046
May-07,751,China,5563.0,5166.0,133.449,163.534,12.127,2.426
May-07,1057,Mauritius,1950.0,2643.0,62.778,56.002,0.124,0.0
May-07,345,China,0.0,0.0,0.0,26.957,0.0,0.0
May-07,345,Cook Islands,61.0,82.0,0.0,0.0,0.0,0.0
May-07,345,Germany,0.0,0.0,2.609,0.0,0.0,0.0
May-07,345,New Zealand,76134.0,73463.0,1779.791,1589.858,182.344,1.829
May-07,345,USA,1111.0,1544.0,508.017,21.793,19.113,0.0
May-07,328,Papua New Guinea,4851.0,4997.0,38.85,204.612,1.966,26.286
May-07,879,Fiji,11003.0,11393.0,359.737,332.083,0.006,13.402
May-07,225,Tahiti,1542.0,1473.0,50.829,37.538,0.0,0.0
May-07,524,Vanuatu,2821.0,2816.0,10.936,43.688,0.005,3.043
May-07,1308,Papua New Guinea,1257.0,1138.0,2.705,27.157,0.0,0.0
May-07,571,New Zealand,0.0,0.0,327.001,367.968,0.0,0.0
May-07,28,Korea,5680.0,5988.0,239.488,114.853,31.535,0.0
May-07,1355,Singapore,2187.0,2674.0,130.74,265.294,0.059,0.0
May-07,1572,Singapore,2187.0,2674.0,130.74,265.294,0.059,0.0
May-07,1355,Thailand,3255.0,3749.0,57.775,29.827,0.0,0.0
May-07,1572,Thailand,3255.0,3749.0,57.775,29.827,0.0,0.0
May-07,1355,UK,5344.0,8524.0,453.131,74.918,59.632,0.0
May-07,1572,UK,5344.0,8524.0,453.131,74.918,59.632,0.0
May-07,1756,Taiwan,5164.0,6340.0,152.319,39.819,12.928,0.0
May-07,1758,China,4362.0,3994.0,47.124,62.875,9.475,1.525
May-07,1767,China,4522.0,3566.0,264.512,23.671,11.404,1.872
May-07,1884,Guam,722.0,751.0,0.297,0.994,0.006,0.008
May-07,2183,New Zealand,21384.0,17386.0,1119.467,1014.431,6.832,0.0
May-07,2183,Singapore,2725.0,1892.0,179.858,495.618,2.615,0.0
May-07,2183,Thailand,967.0,1072.0,55.616,10.741,0.0,0.0
May-07,2183,United Arab Emirates,26997.0,43403.0,1600.895,1414.995,80.607,0.461
May-07,2222,United Arab Emirates,1833.0,2522.0,92.563,177.665,8.283,0.026
May-07,2520,Indonesia,10753.0,11826.0,184.588,121.474,3.634,0.137
May-07,2637,Bahrain,1713.0,2086.0,86.079,72.767,5.495,14.35
May-07,2637,Singapore,505.0,465.0,14.053,52.98,0.0,0.0
May-07,2688,USA,2192.0,2354.0,1.086,43.891,4.119,0.0
May-07,2970,Japan,5247.0,6503.0,267.465,135.056,90.642,0.002
May-07,2987,Japan,6706.0,7618.0,195.806,291.464,19.194,0.0
May-07,3163,Korea,7837.0,9816.0,944.665,742.797,69.058,2.989
May-07,3378,Malaysia,36402.0,42485.0,3660.319,1489.031,0.054,0.0
May-07,3465,Indonesia,72.0,126.0,0.0,0.0,0.0,0.0
May-07,3848,Solomon Islands,0.0,0.0,4.542,108.728,0.0,0.0
May-07,3952,Philippines,3254.0,2866.0,64.391,33.929,4.186,0.0
May-07,4255,Brunei,3625.0,2857.0,109.019,190.447,0.082,0.0
May-07,4255,New Zealand,503.0,462.0,5.695,18.601,0.0,0.0
May-07,4435,New Zealand,0.0,0.0,0.0,207.844,0.0,0.0
May-07,4435,Singapore,83196.0,95965.0,4591.502,4250.538,127.696,1.27
May-07,4797,Solomon Islands,993.0,1241.0,9.619,10.153,0.0,0.0
May-07,4305,South Africa,3508.0,3467.0,49.556,184.334,4.742,2.015
May-07,4940,Thailand,35271.0,40177.0,1855.959,932.271,184.673,3.367
May-07,4936,Singapore,6208.0,6327.0,0.0,0.0,0.0,0.0
May-07,5209,USA,13673.0,15006.0,87.485,614.807,166.262,3.596
May-07,5263,Hong Kong,0.0,0.0,0.0,7.945,0.0,0.0
May-07,5263,USA,0.0,0.0,849.737,0.0,0.0,0.0
May-07,5309,Vietnam,5181.0,5357.0,163.106,27.182,0.0,0.0
May-07,5347,Hong Kong,2156.0,1717.0,523.493,124.992,0.0,0.0
May-07,5347,UK,1890.0,3911.0,28.329,77.473,0.0,0.0
May-07,5360,Fiji,4944.0,4868.0,19.703,23.672,0.0,0.0
May-07,5360,New Zealand,15392.0,15130.0,82.938,38.996,0.0,0.0
May-07,5360,Tonga,677.0,713.0,2.596,1.933,0.0,0.0
May-07,5360,Vanuatu,1091.0,1060.0,0.0,3.459,0.0,0.0
Jun-07,412,Argentina,940.0,973.0,4.509,36.623,0.3,0.0
Jun-07,412,New Zealand,878.0,954.0,32.226,25.637,0.0,0.0
Jun-07,330,Canada,4004.0,4619.0,0.345,0.0,0.0,0.0
Jun-07,330,USA,1276.0,813.0,172.81,131.729,4.343,0.335
Jun-07,751,China,5618.0,5659.0,206.931,123.69,16.644,2.142
Jun-07,1057,Mauritius,2490.0,2898.0,52.438,36.741,0.161,0.0
Jun-07,345,China,0.0,0.0,0.0,33.946,0.0,0.0
Jun-07,345,Cook Islands,54.0,75.0,0.0,0.0,0.0,0.0
Jun-07,345,Germany,0.0,0.0,0.054,0.0,0.0,0.0
Jun-07,345,New Zealand,73360.0,70197.0,1589.046,1532.9,167.27,0.979
Jun-07,345,USA,1381.0,1322.0,553.904,10.909,19.17,0.0
Jun-07,328,Papua New Guinea,5570.0,5716.0,56.963,230.427,1.764,27.553
Jun-07,879,Fiji,12987.0,16866.0,319.767,344.923,0.004,15.058
Jun-07,225,Tahiti,1504.0,1472.0,77.249,64.5,0.0,0.0
Jun-07,524,Vanuatu,2935.0,3411.0,13.952,35.789,0.0,2.253
Jun-07,1308,Papua New Guinea,1191.0,1115.0,2.832,24.233,0.0,0.0
Jun-07,571,New Zealand,0.0,0.0,254.082,313.545,0.0,0.0
Jun-07,28,Korea,4763.0,5354.0,228.797,128.117,30.9,0.0
Jun-07,1355,Singapore,2394.0,2927.0,151.256,250.704,4.163,0.0
Jun-07,1572,Singapore,2394.0,2927.0,151.256,250.704,4.163,0.0
Jun-07,1355,Thailand,4022.0,3629.0,31.376,12.626,0.0,0.0
Jun-07,1572,Thailand,4022.0,3629.0,31.376,12.626,0.0,0.0
Jun-07,1355,UK,7559.0,8809.0,377.429,81.7,62.55,0.065
Jun-07,1572,UK,7559.0,8809.0,377.429,81.7,62.55,0.065
Jun-07,1756,Taiwan,5102.0,7587.0,182.459,31.891,14.741,0.0
Jun-07,1758,China,5132.0,5334.0,65.676,40.065,10.345,1.752
Jun-07,1767,China,4762.0,5369.0,230.644,22.582,8.565,1.971
Jun-07,1884,Guam,700.0,692.0,0.156,1.03,0.005,0.008
Jun-07,2183,New Zealand,21887.0,18699.0,995.413,1084.501,9.642,0.0
Jun-07,2183,Singapore,3046.0,2585.0,161.869,415.944,30.185,0.0
Jun-07,2183,Thailand,1167.0,907.0,41.746,7.886,0.0,0.0
Jun-07,2183,United Arab Emirates,37371.0,46527.0,1361.81,1168.574,112.74,0.425
Jun-07,2222,United Arab Emirates,2269.0,2874.0,117.705,143.314,0.013,0.025
Jun-07,2520,Indonesia,14181.0,17069.0,207.932,119.412,3.648,0.104
Jun-07,2637,Bahrain,1389.0,1933.0,57.068,49.466,7.116,13.119
Jun-07,2637,Singapore,576.0,1015.0,16.093,36.398,0.0,0.0
Jun-07,2688,USA,2212.0,2393.0,3.306,50.396,8.2,0.0
Jun-07,2970,Japan,6778.0,8981.0,281.749,147.397,112.862,0.0
Jun-07,2987,Japan,9149.0,9305.0,253.095,171.593,18.062,0.0
Jun-07,3163,Korea,8976.0,11948.0,869.132,625.562,72.998,2.548
Jun-07,3378,Malaysia,38973.0,48879.0,3746.672,1143.725,0.124,0.0
Jun-07,3465,Indonesia,96.0,161.0,0.0,0.0,0.0,0.0
Jun-07,3848,Solomon Islands,0.0,0.0,0.479,69.477,0.0,0.0
Jun-07,3952,Philippines,3144.0,3264.0,69.856,32.537,4.742,0.0
Jun-07,4255,Brunei,3318.0,5382.0,104.505,174.354,0.086,0.0
Jun-07,4255,New Zealand,974.0,539.0,5.964,35.938,0.0,0.0
Jun-07,4435,New Zealand,0.0,0.0,43.622,283.784,0.0,0.0
Jun-07,4435,Singapore,90174.0,108132.0,4894.665,3812.378,104.639,1.347
Jun-07,4797,Solomon Islands,1042.0,977.0,4.987,3.198,0.0,0.0
Jun-07,4305,South Africa,3844.0,3941.0,43.362,168.224,5.989,1.899
Jun-07,4940,Thailand,35473.0,43304.0,1718.244,825.777,169.421,5.562
Jun-07,4936,Singapore,5470.0,7456.0,0.0,0.0,0.0,0.0
Jun-07,5209,USA,16411.0,16339.0,49.997,524.133,181.24,7.629
Jun-07,5263,Hong Kong,0.0,0.0,0.0,10.79,0.0,0.0
Jun-07,5263,USA,0.0,0.0,961.159,0.0,0.0,0.0
Jun-07,5309,Vietnam,5501.0,7322.0,208.849,30.337,0.0,0.0
Jun-07,5347,Hong Kong,2617.0,2319.0,529.022,194.001,0.0,0.0
Jun-07,5347,UK,2563.0,4369.0,40.169,24.46,0.0,0.0
Jun-07,5360,Fiji,5120.0,6168.0,14.089,28.267,0.0,0.0
Jun-07,5360,New Zealand,14983.0,16176.0,89.141,33.594,0.0,0.0
Jun-07,5360,Tonga,758.0,962.0,3.247,0.878,0.0,0.0
Jun-07,5360,Vanuatu,1201.0,1315.0,0.0,9.433,0.0,0.0
Jul-07,412,Argentina,1703.0,1215.0,5.442,21.991,0.4,0.0
Jul-07,412,New Zealand,1747.0,1753.0,57.579,36.325,0.0,0.0
Jul-07,330,Canada,4570.0,4272.0,0.0,0.0,0.0,0.0
Jul-07,330,USA,1170.0,612.0,134.48,134.558,3.248,0.273
Jul-07,751,China,6986.0,4764.0,170.65,150.541,16.049,2.032
Jul-07,1057,Mauritius,3999.0,3316.0,88.097,22.662,0.156,0.0
Jul-07,345,China,0.0,0.0,0.0,7.643,0.0,0.0
Jul-07,345,Cook Islands,52.0,52.0,0.0,0.0,0.0,0.0
Jul-07,345,Germany,0.0,0.0,0.0,0.0,0.0,0.0
Jul-07,345,New Zealand,87496.0,89437.0,1667.288,1850.461,172.07,4.766
Jul-07,345,USA,788.0,819.0,401.096,4.125,13.441,0.0
Jul-07,328,Papua New Guinea,6582.0,6351.0,141.178,263.348,1.319,27.867
Jul-07,879,Fiji,20197.0,17177.0,360.461,354.968,0.0,14.585
Jul-07,225,Tahiti,2072.0,1937.0,103.146,50.522,0.0,0.0
Jul-07,524,Vanuatu,4105.0,3833.0,13.237,33.24,0.0,7.247
Jul-07,1308,Papua New Guinea,1329.0,1391.0,2.109,22.536,0.0,0.0
Jul-07,571,New Zealand,0.0,0.0,326.556,346.747,0.0,0.0
Jul-07,28,Korea,6887.0,4648.0,204.995,133.21,34.119,0.0
Jul-07,1355,Singapore,2312.0,2690.0,131.343,232.394,3.685,0.0
Jul-07,1572,Singapore,2312.0,2690.0,131.343,232.394,3.685,0.0
Jul-07,1355,Thailand,3697.0,3602.0,80.198,16.892,0.0,0.0
Jul-07,1572,Thailand,3697.0,3602.0,80.198,16.892,0.0,0.0
Jul-07,1355,UK,10471.0,8062.0,393.781,78.54,59.357,0.0
Jul-07,1572,UK,10471.0,8062.0,393.781,78.54,59.357,0.0
Jul-07,1756,Taiwan,9019.0,7852.0,170.523,41.935,9.847,0.0
Jul-07,1758,China,7478.0,4080.0,97.747,39.799,10.035,1.769
Jul-07,1767,China,6074.0,3524.0,286.73,20.945,8.567,1.907
Jul-07,1884,Guam,1020.0,917.0,0.038,3.661,0.005,0.008
Jul-07,2183,New Zealand,23763.0,23052.0,1064.225,1054.232,11.561,0.0
Jul-07,2183,Singapore,1790.0,1771.0,180.68,415.936,17.651,0.0
Jul-07,2183,Thailand,754.0,888.0,54.816,3.761,0.0,0.0
Jul-07,2183,United Arab Emirates,58177.0,46108.0,1648.641,965.212,140.593,0.533
Jul-07,2222,United Arab Emirates,7039.0,4924.0,274.569,218.904,4.569,18.377
Jul-07,2520,Indonesia,19368.0,17614.0,270.537,170.863,5.14,0.21
Jul-07,2688,USA,2701.0,2546.0,1.979,50.57,4.105,0.0
Jul-07,2970,Japan,11374.0,7402.0,200.275,228.615,109.611,0.005
Jul-07,2987,Japan,12494.0,8637.0,242.713,194.74,19.058,0.0
Jul-07,3163,Korea,14437.0,8919.0,948.797,667.026,71.366,2.635
Jul-07,3378,Malaysia,51375.0,44463.0,4316.847,1081.227,0.071,0.0
Jul-07,3465,Indonesia,187.0,147.0,0.0,0.0,0.0,0.0
Jul-07,3848,Solomon Islands,0.0,0.0,2.238,90.222,0.0,0.0
Jul-07,3952,Philippines,3734.0,2703.0,96.957,32.85,3.701,0.0
Jul-07,4255,Brunei,7292.0,5047.0,121.652,107.332,0.094,0.0
Jul-07,4255,New Zealand,1354.0,1129.0,11.791,38.504,0.0,0.0
Jul-07,4435,New Zealand,0.0,0.0,70.833,242.269,0.0,0.0
Jul-07,4435,Singapore,116828.0,95112.0,5223.24,3498.313,93.394,1.17
Jul-07,4797,Solomon Islands,1310.0,1164.0,9.677,7.301,0.0,0.0
Jul-07,4305,South Africa,4691.0,4019.0,69.843,163.737,5.707,1.75
Jul-07,4940,Thailand,46435.0,41065.0,1580.263,797.055,138.153,3.474
Jul-07,4936,Singapore,8005.0,6798.0,0.0,0.0,0.0,0.0
Jul-07,5209,USA,19356.0,17759.0,3.85,598.853,165.49,9.773
Jul-07,5263,Hong Kong,0.0,0.0,0.0,13.45,0.0,0.0
Jul-07,5263,USA,0.0,0.0,974.132,0.0,0.0,0.0
Jul-07,5309,Vietnam,8868.0,7417.0,210.748,23.005,0.0,0.0
