Month,Airline,Port_Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Year,Month_num
Nov-19,Cebu Pacific Air,Philippines,9493,371.118,0,9832,501.515,0,2019,11
Nov-19,China Airlines,New Zealand,4716,69.074,0,5213,126.034,0,2019,11
Nov-19,China Airlines,Taiwan,14836,472.928,58.481,17974,904.496,2.589,2019,11
Nov-19,China Eastern Airlines,China,37204,1244.928,66.883,41974,2232.527,0,2019,11
Nov-19,China Southern Airlines,China,52067,2139.639,109.844,53318,1494.178,29.549,2019,11
Nov-19,Citilink Indonesia,Indonesia,1043,8.586,0,1248,8.063,0,2019,11
Nov-19,Delta Air Lines,USA,8174,218.129,44.444,7134,359.207,0,2019,11
Nov-19,Donghai Airlines,China,153,0.076,0,176,4.859,0,2019,11
Nov-19,Emirates,Hong Kong (SAR),0,0,0,0,104.399,0,2019,11
Nov-19,Emirates,New Zealand,7837,196.378,0,10453,110.006,0,2019,11
Nov-19,Emirates,Singapore,8719,16.027,0.37,6682,407.608,14.682,2019,11
Nov-19,Emirates,United Arab Emirates,85334,3334.358,59.9,80204,3586.828,98.936,2019,11
Nov-19,Emirates,USA,0,312.952,0,0,0,0,2019,11
Nov-19,Etihad Airways,United Arab Emirates,37582,877.218,27.797,38975,1236.923,43.729,2019,11
Nov-19,Eva Air,Taiwan,4054,260.517,1.69,4562,164.528,0,2019,11
Nov-19,Federal Express Corporation,China,0,0,0,0,2156.757,0,2019,11
Nov-19,Federal Express Corporation,Singapore,0,1070.948,0,0,0,0,2019,11
Nov-19,Federal Express Corporation,USA,0,1222.538,0,0,0,0,2019,11
Nov-19,Fiji Airways,Fiji,22180,282.412,0.058,21109,228.711,7.213,2019,11
Nov-19,Garuda Indonesia,Indonesia,21756,420.167,77.918,21507,373.727,0.039,2019,11
Nov-19,Hainan Airlines,China,6033,366.535,0,8537,128.856,0,2019,11
Nov-19,Hawaiian Airlines,USA,8335,167.413,0,8716,171.76,0,2019,11
Nov-19,Indonesia AirAsia,Indonesia,13880,8.602,0,12864,0,0,2019,11
Nov-19,Japan Airlines,Japan,10782,526.476,162.837,11081,639.11,0.323,2019,11
Nov-19,Jetstar,Fiji,2757,0.747,0,2522,1.038,0,2019,11
Nov-19,Jetstar,Indonesia,65514,537.758,1.389,63556,19.115,0.952,2019,11
Nov-19,Jetstar,Japan,17665,196.553,16.41,17742,140.142,0,2019,11
Nov-19,Jetstar,New Zealand,32874,3.181,0,35277,10.247,0,2019,11
Nov-19,Jetstar,Singapore,2398,43.253,0.45,2408,21.775,0,2019,11
Nov-19,Jetstar,Thailand,12043,251.43,0.713,11829,67.227,2.345,2019,11
Nov-19,Jetstar,USA,8028,38.302,3.111,7177,35.49,2.42,2019,11
Nov-19,Jetstar,Vietnam,7745,243.134,0,7897,36.681,0,2019,11
Nov-19,Jetstar Asia,Singapore,2874,2.028,0,2986,0.185,0,2019,11
Nov-19,Korean Air,Korea,15114,201.73,125.096,14018,434.578,6.162,2019,11
Nov-19,LATAM Airlines,Chile,6360,117.078,0,5739,230.725,48.467,2019,11
Nov-19,LATAM Airlines,New Zealand,2305,18.244,0,2621,67.745,0,2019,11
Nov-19,Malaysia Airlines,Malaysia,47545,2048.393,43.726,47438,2201.67,0,2019,11
Nov-19,Malindo Air,Indonesia,10086,0,0,9912,0,0,2019,11
Nov-19,Malindo Air,Malaysia,8100,0,0,7839,0,0,2019,11
Nov-19,Nauru Airlines,Nauru,557,10.391,0.05,610,28.16,1.182,2019,11
Nov-19,Pacific Air Express,Papua New Guinea,0,0,0,0,24.87,0,2019,11
Nov-19,Philippine Airlines,Philippines,13379,141.018,1.115,15107,475.891,0,2019,11
Nov-19,Polar Air Cargo,China,0,0,0,0,137.154,0,2019,11
Nov-19,Polar Air Cargo,Japan,0,412.025,0,0,32.119,0,2019,11
Nov-19,Polar Air Cargo,Taiwan,0,0,0,0,24.78,0,2019,11
Nov-19,Polar Air Cargo,USA,0,370.502,0,0,0,0,2019,11
Nov-19,Qantas Airways,Chile,5566,60.364,0,5300,2.285,2.042,2019,11
Nov-19,Qantas Airways,China,10657,382.528,51.919,10577,779.151,22.383,2019,11
Nov-19,Qantas Airways,Fiji,2809,0.155,0,2469,0.041,1.682,2019,11
Nov-19,Qantas Airways,Hong Kong (SAR),22667,1213.045,45.572,23216,749.344,33.222,2019,11
Nov-19,Qantas Airways,Indonesia,15264,274.99,0.816,14557,87.838,1.305,2019,11
Nov-19,Qantas Airways,Japan,29294,429.406,73.244,29347,209.432,66.037,2019,11
Nov-19,Qantas Airways,New Caledonia,3254,1.139,0.129,3081,1.995,5.772,2019,11
Nov-19,Qantas Airways,New Zealand,74670,610.075,1.456,79846,1428.353,267.302,2019,11
Nov-19,Qantas Airways,Papua New Guinea,4492,0,0,3920,5.531,5.897,2019,11
Nov-19,Qantas Airways,Philippines,5931,146.608,0,5541,137.591,10.085,2019,11
Nov-19,Qantas Airways,Singapore,44871,1154.995,46.583,42375,993.327,168.481,2019,11
Nov-19,Qantas Airways,South Africa,6331,171.458,1.468,5805,24.38,3.492,2019,11
Nov-19,Qantas Airways,Thailand,7277,179.417,0.297,6871,88.696,22.577,2019,11
Nov-19,Qantas Airways,UK,10816,203.555,14.268,10512,11.053,78.639,2019,11
Nov-19,Qantas Airways,USA,59478,1724.383,105.001,55405,251.528,245.296,2019,11
Nov-19,Qatar Airways,Qatar,46588,1359.924,82.348,46247,2080.798,2.825,2019,11
Nov-19,Royal Brunei Airlines,Brunei,4718,205.297,0.04,5418,257.762,0,2019,11
Nov-19,Samoa Airways,Western Samoa,1688,0.006,0,1587,4.079,0,2019,11
Nov-19,Scoot Tigerair,Singapore,34309,206.398,0,35686,95.918,0,2019,11
Nov-19,Sichuan Airlines,China,4216,76.275,0,5085,126.603,0,2019,11
Nov-19,Silk Air,Singapore,6348,17.966,0,6792,6.086,0,2019,11
Nov-19,Singapore Airlines,New Zealand,1975,135.386,0,1082,542.693,0,2019,11
Nov-19,Singapore Airlines,Singapore,143843,7947.555,336.801,145384,8219.697,0,2019,11
Nov-19,Solomon Airlines,Solomon Islands,1865,5.292,0,1693,31.352,0,2019,11
Nov-19,South African Airways,South Africa,4431,80.002,0,4712,228.366,0,2019,11
Nov-19,SriLankan Airlines,Sri Lanka,7475,255.791,0.073,7114,316.713,0,2019,11
Nov-19,Tasman Cargo Airlines,New Zealand,0,564.542,0,0,721.693,0,2019,11
Nov-19,Thai AirAsia X,Thailand,2723,38.502,0,2780,9.145,0,2019,11
Nov-19,Thai Airways International,Thailand,35357,1184.008,62.676,40097,1370.714,3.425,2019,11
Nov-19,Tianjin Airlines,China,3032,197.899,0,3859,179.615,0,2019,11
Nov-19,United Airlines,USA,22971,498.853,187.415,21004,1041.723,0,2019,11
Nov-19,United Parcel Service,China,0,0,0,0,177.046,0,2019,11
Nov-19,United Parcel Service,Korea,0,0,0,0,82.736,0,2019,11
Nov-19,United Parcel Service,Singapore,0,0,0,0,291.339,0,2019,11
Nov-19,United Parcel Service,USA,0,1238.741,0,0,0,0,2019,11
Nov-19,Vietnam Airlines,Vietnam,13996,858.798,0,14850,559.621,0,2019,11
Nov-19,Virgin Australia,Fiji,12472,16.379,0,11645,53.271,0,2019,11
Nov-19,Virgin Australia,Hong Kong (SAR),8085,440.832,0,8630,375.63,0,2019,11
Nov-19,Virgin Australia,Indonesia,12791,22.356,0,12193,0.076,0,2019,11
Nov-19,Virgin Australia,New Zealand,57402,31.247,0,61983,64.724,0,2019,11
Nov-19,Virgin Australia,Papua New Guinea,1080,0,0,1213,7.715,0,2019,11
Nov-19,Virgin Australia,Solomon Islands,660,0,0,587,11.41,0,2019,11
Nov-19,Virgin Australia,Tonga,1184,1.305,0,1043,0.782,0,2019,11
Nov-19,Virgin Australia,USA,18403,353.373,0,15467,690.033,0,2019,11
Nov-19,Virgin Australia,Vanuatu,1689,2.512,0,1697,7.222,0,2019,11
Nov-19,Virgin Australia,Western Samoa,1418,0.897,0,1543,1.653,0,2019,11
Nov-19,Xiamen Airlines,China,9071,564.687,27.966,9041,620.741,0,2019,11
Dec-19,Air Caledonie International,New Caledonia,6944,3.917,1.376,5827,98.25,10.77,2019,12
Dec-19,Air Canada,Canada,16792,318.971,17.015,20523,493.422,17.22,2019,12
Dec-19,Air Chathams,New Zealand,169,1.493,0,144,0,0,2019,12
Dec-19,Air China,China,18332,299.113,38.048,23232,645.621,2.685,2019,12
Dec-19,Air India,India,7794,190.961,15.833,8536,190.514,0.006,2019,12
Dec-19,Air Mauritius,Mauritius,2870,36.458,0.355,3067,66.028,0,2019,12
Dec-19,Air New Zealand,Cook Islands,716,0.01,0.067,1134,8.695,0,2019,12
Dec-19,Air New Zealand,New Zealand,129484,2421.918,267.304,136723,2575.17,21.787,2019,12
Dec-19,Air Niugini,Papua New Guinea,7333,46.504,0,7161,303.298,0,2019,12
Dec-19,Air Vanuatu,Vanuatu,5378,6.124,2.227,7529,31.653,4.503,2019,12
Dec-19,AirAsia X,Malaysia,46737,717.688,0,67575,1235.442,0,2019,12
Dec-19,All Nippon Airways,Japan,9365,529.765,2.227,11554,828.82,0,2019,12
Dec-19,American Airlines,USA,7480,19.925,28.026,7592,225.443,0,2019,12
Dec-19,Asiana Airlines,Korea,10962,87.283,16.521,13820,165.658,0,2019,12
Dec-19,Batik Air Indonesia,Indonesia,2327,0,0,4140,0,0,2019,12
Dec-19,Beijing Capital Airlines,China,4306,230.339,0,5791,177.437,0,2019,12
Dec-19,British Airways,Singapore,2523,7.6,0,3803,248.5,0,2019,12
Dec-19,British Airways,UK,4966,261.9,20.6,4800,57.9,6.6,2019,12
Dec-19,Cathay Pacific Airways,Hong Kong (SAR),80575,3047.325,341.827,100445,4032.327,0.486,2019,12
Dec-19,Cebu Pacific Air,Philippines,11023,276.353,0,13350,417.99,0,2019,12
Dec-19,China Airlines,New Zealand,5009,48.322,0,6269,228.278,0,2019,12
Dec-19,China Airlines,Taiwan,17172,465.97,114.625,26692,1413.438,1.18,2019,12
Dec-19,China Eastern Airlines,China,39130,1169.145,61.671,50172,2465.238,0,2019,12
Dec-19,China Southern Airlines,China,66008,1788.626,85.386,74824,2183.241,29.161,2019,12
Dec-19,Citilink Indonesia,Indonesia,2142,20.656,0,4226,31.695,0,2019,12
Dec-19,Delta Air Lines,USA,8208,115.701,33.898,7613,332.694,0,2019,12
Dec-19,Donghai Airlines,China,190,0,0,458,5.982,0,2019,12
Dec-19,Emirates,Hong Kong (SAR),0,0,0,0,155.678,0,2019,12
Dec-19,Emirates,New Zealand,8819,256.622,0,10626,111.333,0,2019,12
Dec-19,Emirates,Singapore,10407,9.665,0.542,15467,344.013,0,2019,12
Dec-19,Emirates,United Arab Emirates,114054,3109.18,101.996,124665,4029.082,199.08,2019,12
Dec-19,Emirates,USA,0,265.542,0,0,0,0,2019,12
Dec-19,Etihad Airways,United Arab Emirates,42759,817.373,34.286,50568,1189.394,67.733,2019,12
Dec-19,Eva Air,Taiwan,7407,297.455,2.368,9981,236.756,0,2019,12
Dec-19,Federal Express Corporation,China,0,0,0,0,2305.299,0,2019,12
Dec-19,Federal Express Corporation,Singapore,0,1064.617,0,0,0,0,2019,12
Dec-19,Federal Express Corporation,USA,0,1161.44,0,0,0,0,2019,12
Dec-19,Fiji Airways,Fiji,22285,341.169,0.018,26091,213.47,7.323,2019,12
Dec-19,Garuda Indonesia,Indonesia,22271,456.217,100.074,30714,660.724,0,2019,12
Dec-19,Hainan Airlines,China,6257,376.904,0,10791,176.514,0,2019,12
Dec-19,Hawaiian Airlines,USA,9060,156.49,0,11076,181.119,0,2019,12
Dec-19,Indonesia AirAsia,Indonesia,12272,6.528,0,13655,3.669,0,2019,12
Dec-19,Japan Airlines,Japan,9414,353.671,133.2,11635,519.539,0.251,2019,12
Dec-19,Jetstar,Fiji,3141,2.266,0,3293,1.215,0,2019,12
Dec-19,Jetstar,Indonesia,61276,491.336,1.312,68221,10.48,0.902,2019,12
Dec-19,Jetstar,Japan,22083,133.433,15.566,23824,76.715,0,2019,12
Dec-19,Jetstar,Korea,2782,0,0,3011,0,0,2019,12
Dec-19,Jetstar,New Zealand,40727,2.773,0,44088,8.491,0,2019,12
Dec-19,Jetstar,Singapore,556,12.131,0,1208,0,0,2019,12
Dec-19,Jetstar,Thailand,11600,260.988,0.563,13360,107.948,3.537,2019,12
Dec-19,Jetstar,USA,8281,36.511,2.266,7656,41.488,2.731,2019,12
Dec-19,Jetstar,Vietnam,7199,149.72,0,8750,56.852,0,2019,12
Dec-19,Jetstar Asia,Singapore,2372,2.248,0,4543,0.862,0,2019,12
Dec-19,Korean Air,Korea,16894,162.872,133.455,18520,486.42,6.872,2019,12
Dec-19,LATAM Airlines,Chile,6044,62.154,0,5755,33.663,4.035,2019,12
Dec-19,LATAM Airlines,New Zealand,2170,2.581,0,2459,45.809,0,2019,12
Dec-19,Malaysia Airlines,Malaysia,45079,1739.612,33.754,60666,2308.079,0,2019,12
Dec-19,Malindo Air,Indonesia,7043,0,0,10243,0,0,2019,12
Dec-19,Malindo Air,Malaysia,6900,0,0,11512,0,0,2019,12
Dec-19,Nauru Airlines,Nauru,634,1.576,0.014,351,47.923,1.08,2019,12
Dec-19,Nauru Airlines,Solomon Islands,0,0,0,266,2.274,0,2019,12
Dec-19,Pacific Air Express,Papua New Guinea,0,0,0,0,30.313,0,2019,12
Dec-19,Philippine Airlines,Philippines,12217,174.055,0.57,20595,639.946,0,2019,12
Dec-19,Polar Air Cargo,China,0,0,0,0,171.579,0,2019,12
Dec-19,Polar Air Cargo,Japan,0,367.721,0,0,29.529,0,2019,12
Dec-19,Polar Air Cargo,Taiwan,0,0,0,0,61.771,0,2019,12
Dec-19,Polar Air Cargo,USA,0,298.341,0,0,0,0,2019,12
Dec-19,Qantas Airways,Canada,2730,3.644,0,2902,10.926,0.002,2019,12
Dec-19,Qantas Airways,Chile,7844,68.733,0,7721,1.336,2.417,2019,12
Dec-19,Qantas Airways,China,9429,321.51,51.743,12789,825.025,24.751,2019,12
Dec-19,Qantas Airways,Fiji,2684,0,0,2960,0.124,1.256,2019,12
Dec-19,Qantas Airways,Hong Kong (SAR),24798,892.123,41.668,33109,905.886,35.927,2019,12
Dec-19,Qantas Airways,Indonesia,13939,180.192,0.69,16150,163.512,1.274,2019,12
Dec-19,Qantas Airways,Japan,29003,281.526,91.003,33482,230.823,87.685,2019,12
Dec-19,Qantas Airways,Macau,0,0,0,0,12.1,0,2019,12
Dec-19,Qantas Airways,New Caledonia,3372,0.785,0.508,2922,0.573,2.591,2019,12
Dec-19,Qantas Airways,New Zealand,83873,583.138,0.033,93478,1134.865,284.428,2019,12
Dec-19,Qantas Airways,Papua New Guinea,4402,0,0,3454,3.911,5.061,2019,12
Dec-19,Qantas Airways,Philippines,5629,84.903,0,5990,176.001,11.494,2019,12
Dec-19,Qantas Airways,Singapore,44799,1018.136,61.134,51256,1133.812,230.255,2019,12
Dec-19,Qantas Airways,South Africa,7398,127.96,1.16,7211,15.281,3.839,2019,12
Dec-19,Qantas Airways,Thailand,7243,193.6,0.269,7619,66.594,23.361,2019,12
Dec-19,Qantas Airways,UK,11069,186.699,16.879,11824,7.647,133.236,2019,12
Dec-19,Qantas Airways,USA,60297,1624.95,120.894,65226,208.763,308.698,2019,12
Dec-19,Qatar Airways,Qatar,53521,1183.082,141.108,59850,1853.355,8.362,2019,12
Dec-19,Royal Brunei Airlines,Brunei,6494,180.614,0.05,8725,265.155,0,2019,12
Dec-19,Samoa Airways,Western Samoa,1831,0.709,0,2231,5.951,0,2019,12
Dec-19,Scoot Tigerair,Singapore,41460,228.35,0,55202,193.556,0,2019,12
Dec-19,Sichuan Airlines,China,4121,73.642,0,7048,179.237,0,2019,12
Dec-19,Silk Air,Singapore,6038,23.474,0,9621,2.388,0,2019,12
Dec-19,Singapore Airlines,New Zealand,1837,162.372,0,1594,433.336,0,2019,12
Dec-19,Singapore Airlines,Singapore,141757,6745.371,323.19,171339,8926.851,0,2019,12
Dec-19,Solomon Airlines,Solomon Islands,1755,2.861,0,1830,35.563,0,2019,12
Dec-19,South African Airways,South Africa,5809,78.769,0,7193,233.71,0,2019,12
Dec-19,SriLankan Airlines,Sri Lanka,7667,229.475,0,8701,284.383,0,2019,12
Dec-19,Tasman Cargo Airlines,New Zealand,0,425.108,0,0,561.61,0,2019,12
Dec-19,Thai AirAsia X,Thailand,2932,39.122,0,4096,8.19,0,2019,12
Dec-19,Thai Airways International,Thailand,35859,1138.46,30.276,43757,1473.744,3.431,2019,12
Dec-19,Tianjin Airlines,China,3596,185.804,0,5183,143.801,0,2019,12
Dec-19,United Airlines,USA,27205,479.64,246.308,31293,1087.333,0,2019,12
Dec-19,United Parcel Service,China,0,0,0,0,374.992,0,2019,12
Dec-19,United Parcel Service,Korea,0,0,0,0,91.715,0,2019,12
Dec-19,United Parcel Service,Philippines,0,0,0,0,14.813,0,2019,12
Dec-19,United Parcel Service,Singapore,0,0,0,0,225.115,0,2019,12
Dec-19,United Parcel Service,USA,0,1053.924,0,0,0,0,2019,12
Dec-19,Vietnam Airlines,Vietnam,16236,767.293,0,18911,588.281,0,2019,12
Dec-19,Virgin Australia,Fiji,11163,14.623,0,12474,66.483,0,2019,12
Dec-19,Virgin Australia,Hong Kong (SAR),10755,542.967,0,15430,508.16,0,2019,12
Dec-19,Virgin Australia,Indonesia,11339,22.267,0,14295,0.039,0,2019,12
Dec-19,Virgin Australia,New Zealand,61686,18.978,0,72491,59.658,0,2019,12
Dec-19,Virgin Australia,Papua New Guinea,1217,0,0,1103,4.279,0,2019,12
Dec-19,Virgin Australia,Solomon Islands,507,0,0,580,8.996,0,2019,12
Dec-19,Virgin Australia,Tonga,1070,1.683,0,975,0.257,0,2019,12
Dec-19,Virgin Australia,USA,22922,333.867,0,23790,741.691,0,2019,12
Dec-19,Virgin Australia,Vanuatu,1866,5.784,0,2362,11.622,0,2019,12
Dec-19,Virgin Australia,Western Samoa,1821,0.236,0,2463,2.243,0,2019,12
Dec-19,Xiamen Airlines,China,9427,469.203,22.872,11512,637.291,0,2019,12
Jan-20,Air Caledonie International,New Caledonia,7969,1.552,0.437,7018,72.734,7.56,2020,1
Jan-20,Air Canada,Canada,19437,250.179,9.339,17112,459.223,9.931,2020,1
Jan-20,Air Chathams,New Zealand,179,0.516,0,206,0,0,2020,1
Jan-20,Air China,China,19182,274.856,66.709,18382,478.758,2.11,2020,1
Jan-20,Air India,India,8310,136.654,16.673,7987,164.303,0.01,2020,1
Jan-20,Air Mauritius,Mauritius,3171,36.492,0.234,3067,30.201,0,2020,1
Jan-20,Air New Zealand,Cook Islands,1412,0.015,0.183,1215,1.56,0,2020,1
Jan-20,Air New Zealand,New Zealand,135634,2158.638,125.718,131901,2107.905,10.426,2020,1
Jan-20,Air Niugini,Papua New Guinea,6431,54.844,0,6885,309.797,0,2020,1
Jan-20,Air Vanuatu,Vanuatu,8776,1.981,2.617,6341,29.946,3.452,2020,1
Jan-20,AirAsia X,Malaysia,63358,725.445,0,54916,861.416,0,2020,1
Jan-20,All Nippon Airways,Japan,10722,378.415,2.009,10027,343.813,0,2020,1
Jan-20,American Airlines,USA,8201,21.255,25.29,7401,187.247,0,2020,1
Jan-20,Asiana Airlines,Korea,13675,70.533,14.442,10807,139.84,0,2020,1
Jan-20,Batik Air Indonesia,Indonesia,4668,0,0,2833,0,0,2020,1
Jan-20,Beijing Capital Airlines,China,5150,249.847,0,4927,72.843,0,2020,1
Jan-20,British Airways,Singapore,3913,13.7,0,2623,206.2,0,2020,1
Jan-20,British Airways,UK,4994,243,14.9,5079,39.9,0.2,2020,1
Jan-20,Cathay Pacific Airways,Hong Kong (SAR),98671,2485.635,168.308,79798,3067.114,1.082,2020,1
Jan-20,Cebu Pacific Air,Philippines,13669,177.231,0,11871,303.389,0,2020,1
Jan-20,China Airlines,New Zealand,6005,129.667,0,4891,130.73,0,2020,1
Jan-20,China Airlines,Taiwan,25259,388.746,101.612,21605,951.263,1.104,2020,1
Jan-20,China Eastern Airlines,China,49038,1122.753,55.506,41299,1772.992,0,2020,1
Jan-20,China Southern Airlines,China,85243,1799.411,89.632,75659,1851.747,27.695,2020,1
Jan-20,Citilink Indonesia,Indonesia,5617,53.506,0,3741,43.823,0,2020,1
Jan-20,Delta Air Lines,USA,8417,162.008,11.481,7466,285.67,0,2020,1
Jan-20,Donghai Airlines,China,556,0,0,311,2.39,0,2020,1
Jan-20,Emirates,Hong Kong (SAR),0,0,0,0,70.746,0,2020,1
Jan-20,Emirates,New Zealand,10947,169.417,0,9917,63.333,0,2020,1
Jan-20,Emirates,Singapore,13119,10.192,0.437,8470,228.973,0,2020,1
Jan-20,Emirates,United Arab Emirates,132029,2355.319,39.236,105949,3663.797,72.221,2020,1
Jan-20,Emirates,USA,0,253.324,0,0,0,0,2020,1
Jan-20,Etihad Airways,United Arab Emirates,52375,711.276,22.679,42701,1190.019,44.401,2020,1
Jan-20,Eva Air,Taiwan,10034,252.734,2.265,7596,187.782,0,2020,1
Jan-20,Federal Express Corporation,China,0,0,0,0,1330.537,0,2020,1
Jan-20,Federal Express Corporation,Singapore,0,1047.755,0,0,0,0,2020,1
Jan-20,Federal Express Corporation,USA,0,1012.562,0,0,0,0,2020,1
Jan-20,Fiji Airways,Fiji,26526,201.24,0.018,21633,196.926,4.416,2020,1
Jan-20,Garuda Indonesia,Indonesia,30148,331.564,64.254,25377,1056.3,0,2020,1
Jan-20,Hainan Airlines,China,10144,329.505,0,8830,143.287,0,2020,1
Jan-20,Hawaiian Airlines,USA,10753,128.89,0,9877,177.014,0,2020,1
Jan-20,Indonesia AirAsia,Indonesia,14972,5.234,0,12948,1.17,0,2020,1
Jan-20,Japan Airlines,Japan,11263,319.152,87.236,10456,429.134,0.21,2020,1
Jan-20,Jetstar,Fiji,4150,0.506,0,3570,0.726,0,2020,1
Jan-20,Jetstar,Indonesia,73545,296.629,0.931,64870,7.579,0.914,2020,1
Jan-20,Jetstar,Japan,24971,72.696,9.681,21493,18.728,0,2020,1
Jan-20,Jetstar,Korea,4070,7.923,0,3197,0,0,2020,1
Jan-20,Jetstar,New Zealand,44400,2.197,0,44934,7.122,0,2020,1
Jan-20,Jetstar,Singapore,466,0.075,0,385,0,0,2020,1
Jan-20,Jetstar,Thailand,13486,140.543,0.518,12543,94.627,2.529,2020,1
Jan-20,Jetstar,USA,8436,29.117,1.346,7657,15.703,1.9,2020,1
Jan-20,Jetstar,Vietnam,8394,171.748,0,7948,57.181,0,2020,1
Jan-20,Jetstar Asia,Singapore,4636,1.714,0,3636,0.978,0,2020,1
Jan-20,Korean Air,Korea,19405,160.835,79.853,15670,302.73,6.522,2020,1
Jan-20,LATAM Airlines,Chile,5805,102.446,0,5364,215.111,42.214,2020,1
Jan-20,LATAM Airlines,New Zealand,2141,13.018,0,2320,69.699,0,2020,1
Jan-20,Malaysia Airlines,Malaysia,58233,1352.399,27.127,50166,1831.504,0,2020,1
Jan-20,Malindo Air,Indonesia,8330,0,0,7383,0,0,2020,1
Jan-20,Malindo Air,Malaysia,10726,0,0,6514,0,0,2020,1
Jan-20,Nauru Airlines,Nauru,707,5.647,0.203,436,84.654,1.099,2020,1
Jan-20,Nauru Airlines,Solomon Islands,0,0,0,198,1.227,0,2020,1
Jan-20,Pacific Air Express,Papua New Guinea,0,0,0,0,27.343,0,2020,1
Jan-20,Philippine Airlines,Philippines,20450,130.421,0.86,17067,413.731,0,2020,1
Jan-20,Polar Air Cargo,China,0,0,0,0,59.737,0,2020,1
Jan-20,Polar Air Cargo,Japan,0,374.245,0,0,39.586,0,2020,1
Jan-20,Polar Air Cargo,Taiwan,0,0,0,0,40.607,0,2020,1
Jan-20,Polar Air Cargo,USA,0,195.983,0,0,0,0,2020,1
Jan-20,Qantas Airways,Canada,4254,3.959,0,4193,47.496,0.004,2020,1
Jan-20,Qantas Airways,Chile,8419,55.86,0,8011,2.123,1.558,2020,1
Jan-20,Qantas Airways,China,12487,205.772,39.469,10448,294.162,18.883,2020,1
Jan-20,Qantas Airways,Fiji,3160,0.704,0,2705,0.039,0.877,2020,1
Jan-20,Qantas Airways,Hong Kong (SAR),32690,683.812,39.698,24588,1003.406,33.64,2020,1
Jan-20,Qantas Airways,Indonesia,16951,177.618,0.769,14212,99.239,1.152,2020,1
Jan-20,Qantas Airways,Japan,34696,277.091,54.871,32596,139.941,58.649,2020,1
Jan-20,Qantas Airways,Malaysia,0,0,0,0,127.53,0,2020,1
Jan-20,Qantas Airways,New Caledonia,3881,1.088,0.371,3143,0.415,2.509,2020,1
Jan-20,Qantas Airways,New Zealand,92039,598.741,2.456,86459,1054.419,210.296,2020,1
Jan-20,Qantas Airways,Papua New Guinea,3654,0,0,3791,6.792,3.479,2020,1
Jan-20,Qantas Airways,Philippines,5973,103.257,0.001,5701,43.328,6.489,2020,1
Jan-20,Qantas Airways,Singapore,50974,860.63,33.674,45933,1047.738,131.708,2020,1
Jan-20,Qantas Airways,South Africa,7404,127.761,1.381,7296,13.756,2.817,2020,1
Jan-20,Qantas Airways,Thailand,7499,160.211,0.252,6876,49.542,19.511,2020,1
Jan-20,Qantas Airways,UK,12094,195.717,8.879,11266,8.052,55.44,2020,1
Jan-20,Qantas Airways,USA,70824,1424.997,77.104,64332,158.365,215.36,2020,1
Jan-20,Qatar Airways,Qatar,63467,1018.675,66.982,56068,2000.032,2.707,2020,1
Jan-20,Royal Brunei Airlines,Brunei,9201,135.499,0.025,8084,301.999,0,2020,1
Jan-20,Samoa Airways,Western Samoa,2440,0.716,0,1437,1.923,0,2020,1
Jan-20,Scoot Tigerair,Singapore,54533,137.724,0,47606,168.943,0,2020,1
Jan-20,Sichuan Airlines,China,5737,116.601,0,4793,116.58,0,2020,1
Jan-20,Silk Air,Singapore,9064,18.966,0,7476,3.025,0,2020,1
Jan-20,Singapore Airlines,New Zealand,2066,167.489,0,1239,381.888,0,2020,1
Jan-20,Singapore Airlines,Singapore,171730,5578.394,342.028,146151,6850.281,0,2020,1
Jan-20,Solomon Airlines,Solomon Islands,1810,2.165,0,1455,24.937,0,2020,1
Jan-20,South African Airways,South Africa,7172,53.189,0,5626,208.842,0,2020,1
Jan-20,SriLankan Airlines,Sri Lanka,8376,246.517,0,7715,336.56,0,2020,1
Jan-20,Tasman Cargo Airlines,New Zealand,0,394.702,0,0,526.242,0,2020,1
Jan-20,Thai AirAsia X,Thailand,4038,7.468,0,3178,3.335,0,2020,1
Jan-20,Thai Airways International,Thailand,42266,1004.828,40.11,39218,1459.913,2.051,2020,1
Jan-20,Tianjin Airlines,China,4905,150.765,18.065,4021,116.8,0,2020,1
Jan-20,United Airlines,USA,32436,348.583,230.379,28503,922.001,0.154,2020,1
Jan-20,United Parcel Service,China,0,0,0,0,231.925,0,2020,1
Jan-20,United Parcel Service,Korea,0,0,0,0,57.904,0,2020,1
Jan-20,United Parcel Service,Singapore,0,0,0,0,233.285,0,2020,1
Jan-20,United Parcel Service,USA,0,1052.877,0,0,0,0,2020,1
Jan-20,Vietnam Airlines,Vietnam,19137,702.532,4.55,18410,643.506,0,2020,1
Jan-20,Virgin Australia,Fiji,12931,9.906,0,10831,35.936,0,2020,1
Jan-20,Virgin Australia,Hong Kong (SAR),14231,384.2,0,11117,556.995,0,2020,1
Jan-20,Virgin Australia,Indonesia,14789,15.744,0,12529,0.099,0,2020,1
Jan-20,Virgin Australia,New Zealand,71319,17.808,0,67806,52.82,0,2020,1
Jan-20,Virgin Australia,Papua New Guinea,916,0,0,1095,4.448,0,2020,1
Jan-20,Virgin Australia,Solomon Islands,591,0,0,615,9.787,0,2020,1
Jan-20,Virgin Australia,Tonga,1339,0.948,0,1246,0.775,0,2020,1
