Month,Airline,Port_Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Year,Month_num
Jan-88,Canadian Airlines Intl,Canada,1239,47.164,0,1042,98.469,0,1988,1
Jan-88,Canadian Airlines Intl,Fiji,237,2.335,0,276,17.712,0,1988,1
Jan-88,Canadian Airlines Intl,USA,694,9.516,0,727,34.832,0,1988,1
Jan-88,Cathay Pacific Airways,Hong Kong,14766,212.89,0,11884,983.255,0,1988,1
Jan-88,Continental Airlines,New Zealand,8962,83.901,0,8741,378.77,0,1988,1
Jan-88,Continental Airlines,Tahiti,210,0,0,277,2.196,0,1988,1
Jan-88,Continental Airlines,USA,10789,236.609,0,9281,316.98,0,1988,1
Jan-88,Cook Islands International,Cook Islands,204,0,0,175,0.19,0,1988,1
Jan-88,Flying Tiger Line,USA,0,477.438,0,0,0,0,1988,1
Jan-88,Garuda Indonesia,Indonesia,11122,139.645,0,9821,450.726,0,1988,1
Jan-88,Hawaiian Airlines,American Samoa,478,0,0,410,2.412,0,1988,1
Jan-88,Japan Airlines,Japan,8690,330.798,0,8776,570.478,0,1988,1
Jan-88,KLM Royal Dutch Airlines,Netherlands,1459,31.87,0,1115,7.06,0,1988,1
Jan-88,KLM Royal Dutch Airlines,Sri Lanka,314,1.177,0,225,1.053,0,1988,1
Jan-88,KLM Royal Dutch Airlines,United Arab Emirates,67,0.407,0,68,58.858,0,1988,1
Jan-88,Lufthansa German Airlines,Germany,3198,252.506,0,2666,191.662,0,1988,1
Jan-88,Lufthansa German Airlines,Malaysia,502,0.214,0,230,64.602,0,1988,1
Jan-88,Lufthansa German Airlines,United Arab Emirates,60,0.206,0,46,165.432,0,1988,1
Jan-88,Malaysia Airlines,Malaysia,9002,191.189,10.249,8095,414.046,0.748,1988,1
Jan-88,Merpati Nusantara Airlines,Indonesia,479,0,0,282,0.083,0,1988,1
Jan-88,Olympic Airways,Greece,3720,21.919,0,2886,11.506,0,1988,1
Jan-88,Olympic Airways,Singapore,303,8.773,0,308,0,0,1988,1
Jan-88,Philippine Airlines,Philippines,4645,175.351,0,3700,178.203,0,1988,1
Jan-88,Polynesian Airlines,Western Samoa,433,0.28,0,249,2.692,0,1988,1
Jan-88,Qantas Airways,Bahrain,238,1.392,0.346,204,161.992,1.736,1988,1
Jan-88,Qantas Airways,Canada,1482,29.054,3.568,1197,3.501,5.244,1988,1
Jan-88,Qantas Airways,Fiji,3867,12.097,0.276,3019,29.595,0.906,1988,1
Jan-88,Qantas Airways,Germany,2589,161.211,8.548,2335,22.032,25.575,1988,1
Jan-88,Qantas Airways,Greece,1234,1.361,0.006,653,16.216,2.348,1988,1
Jan-88,Qantas Airways,Hong Kong,14137,296.932,1.318,10704,599.629,12.412,1988,1
Jan-88,Qantas Airways,India,425,30.353,0.018,377,1.286,1.365,1988,1
Jan-88,Qantas Airways,Indonesia,7734,47.984,0.594,8142,28.939,1.686,1988,1
Jan-88,Qantas Airways,Italy,1980,26.611,0.9,1748,7.588,2.237,1988,1
Jan-88,Qantas Airways,Japan,9637,267.489,20.873,12085,522.868,31.559,1988,1
Jan-88,Qantas Airways,Malaysia,1147,9.954,0.014,635,37.452,1.331,1988,1
Jan-88,Qantas Airways,Netherlands,645,13.609,0.026,338,3.992,1.32,1988,1
Jan-88,Qantas Airways,New Caledonia,1487,0.625,0.115,1136,135.7,0.995,1988,1
Jan-88,Qantas Airways,New Zealand,44872,837.181,2.897,41176,880.538,69.003,1988,1
Jan-88,Qantas Airways,Papua New Guinea,3338,34.162,4.937,3793,104.038,20.393,1988,1
Jan-88,Qantas Airways,Philippines,2380,19.769,0.409,1217,50.282,1.447,1988,1
Jan-88,Qantas Airways,Singapore,24021,279.271,5.952,18014,1117.814,8.503,1988,1
Jan-88,Qantas Airways,Tahiti,2080,0.787,0.341,1850,125.028,1.067,1988,1
Jan-88,Qantas Airways,Thailand,2184,20.52,2.745,2374,26.448,2.177,1988,1
Jan-88,Qantas Airways,UK,13845,362.487,10.442,12213,108.205,71.095,1988,1
Jan-88,Qantas Airways,USA,19906,530.006,5.002,17611,645.759,58.782,1988,1
Jan-88,Qantas Airways,Vanuatu,703,1.614,0.509,526,3.703,0.69,1988,1
Jan-88,Qantas Airways,Zimbabwe,2301,22.079,0.051,2178,25.666,1.217,1988,1
Jan-88,Royal Brunei Airlines,Brunei,790,0.005,0,644,8.765,0,1988,1
Jan-88,Singapore Airlines,Singapore,22726,704.824,0,19124,1533.234,0,1988,1
Jan-88,Thai Airways International,Singapore,0,0,0,447,50.982,0,1988,1
Jan-88,Thai Airways International,Thailand,7848,201.107,0,6189,359.132,0,1988,1
Jan-88,Union de Transports Aeriens,Bahrain,14,0,0,12,14.127,0,1988,1
Jan-88,Union de Transports Aeriens,France,549,2.706,0,351,58.718,0,1988,1
Jan-88,Union de Transports Aeriens,Indonesia,586,0,0,281,2.44,0,1988,1
Jan-88,Union de Transports Aeriens,New Caledonia,1670,14.255,0,1458,54.78,0,1988,1
Jan-88,Union de Transports Aeriens,Tahiti,221,2.697,0,237,35.055,0,1988,1
Jan-88,United Airlines,New Zealand,3424,15.943,0,2851,90.146,0,1988,1
Jan-88,United Airlines,USA,8913,56.822,0,6827,209.006,0,1988,1
Jan-88,Yugoslav Airlines,United Arab Emirates,0,0,0,33,97.883,0,1988,1
Jan-88,Yugoslav Airlines,Yugoslavia,2490,84.886,0,1836,6.158,0,1988,1
Feb-88,Air Caledonie,New Caledonia,965,0.771,0,1706,0.254,0,1988,2
Feb-88,Air China,China,643,19.059,0,1072,22.111,0,1988,2
Feb-88,Air India,India,1724,74.553,1.233,1865,38.98,0,1988,2
Feb-88,Air India,Singapore,718,77.753,0,492,18.278,0,1988,2
Feb-88,Air Nauru,Nauru,238,0.847,0.125,161,20.772,1.617,1988,2
Feb-88,Air New Zealand,New Zealand,29905,1409.934,23.175,28734,1335.256,28.978,1988,2
Feb-88,Air Niugini,Papua New Guinea,2120,33.397,4.207,2357,130.929,12.553,1988,2
Feb-88,Air Pacific,Fiji,3747,68.098,1.803,3508,171.861,6.308,1988,2
Feb-88,Air Pacific,Solomon Islands,623,2.499,0.622,628,14.96,3.033,1988,2
Feb-88,Air Pacific,Vanuatu,107,2.268,0.106,100,7.268,0.529,1988,2
Feb-88,Air Vanuatu,Vanuatu,157,0,0,263,9.707,0,1988,2
Feb-88,Alitalia,India,231,2.611,0.018,141,5.401,0.002,1988,2
Feb-88,Alitalia,Italy,2464,235.904,6.51,1684,164.394,1.396,1988,2
Feb-88,Alitalia,Singapore,788,41.134,0,455,148.738,0,1988,2
Feb-88,All Nippon Airways,Japan,1417,35.845,0.12,1004,67.99,0,1988,2
Feb-88,British Airways,New Zealand,1381,32.5,0,1304,47.5,0,1988,2
Feb-88,British Airways,Oman,233,1.4,0,139,29.5,0,1988,2
Feb-88,British Airways,Singapore,3196,42.9,0,2954,180.5,0,1988,2
Feb-88,British Airways,Thailand,1037,43.4,0,859,54.7,0,1988,2
Feb-88,British Airways,UK,6500,211.3,0,5476,214.9,0,1988,2
Feb-88,British Airways,United Arab Emirates,288,0.3,0,108,168.2,0,1988,2
Feb-88,Canadian Airlines Intl,Canada,867,43.842,1.739,780,56.855,0.216,1988,2
Feb-88,Canadian Airlines Intl,Fiji,287,7.956,1.042,291,19.75,0.394,1988,2
Feb-88,Canadian Airlines Intl,USA,568,10.137,1.437,581,26.488,0.119,1988,2
Feb-88,Cathay Pacific Airways,Hong Kong,12958,213.309,11.979,10232,975.144,2.116,1988,2
Feb-88,Continental Airlines,New Zealand,8218,104.521,3.894,7635,525.202,0,1988,2
Feb-88,Continental Airlines,Tahiti,201,0,0,218,4.257,0.02,1988,2
Feb-88,Continental Airlines,USA,7512,322.127,64.567,6735,356.845,6.45,1988,2
Feb-88,Cook Islands International,Cook Islands,108,0,0,89,0,0,1988,2
Feb-88,Flying Tiger Line,USA,0,554.44,22.571,0,0,0,1988,2
Feb-88,Garuda Indonesia,Indonesia,8703,220.868,6.002,6910,384.249,1.354,1988,2
Feb-88,Hawaiian Airlines,American Samoa,542,0.035,0,362,13.386,0,1988,2
Feb-88,Japan Airlines,Japan,9450,443.54,57.508,8092,710.606,1.287,1988,2
Feb-88,KLM Royal Dutch Airlines,Netherlands,1180,28.445,17.538,854,12.378,3.724,1988,2
Feb-88,KLM Royal Dutch Airlines,Sri Lanka,198,0.523,0.137,132,4.489,0.193,1988,2
Feb-88,KLM Royal Dutch Airlines,United Arab Emirates,68,0,0.264,80,47.698,0.029,1988,2
Feb-88,Lufthansa German Airlines,Germany,2865,342.071,33.2,2188,270.909,9.48,1988,2
Feb-88,Lufthansa German Airlines,Malaysia,397,0.945,0,207,68.723,1.866,1988,2
Feb-88,Lufthansa German Airlines,United Arab Emirates,68,0.147,0,40,165.883,0.659,1988,2
Feb-88,Malaysia Airlines,Malaysia,7789,253.325,10.866,6409,346.713,0.564,1988,2
Feb-88,Merpati Nusantara Airlines,Indonesia,169,0,0,170,0.005,0,1988,2
Feb-88,Olympic Airways,Greece,3095,22.392,6.175,1982,12.585,0.387,1988,2
Feb-88,Olympic Airways,Singapore,193,0,0,220,0,0,1988,2
Feb-88,Philippine Airlines,Philippines,3560,139.995,1.154,2607,145.248,1.551,1988,2
Feb-88,Polynesian Airlines,Western Samoa,194,0.46,0.143,181,1.979,0.157,1988,2
Feb-88,Qantas Airways,Bahrain,187,0.421,0.333,180,118.264,2.346,1988,2
Feb-88,Qantas Airways,Canada,965,55.959,4.055,966,5.977,4.7,1988,2
Feb-88,Qantas Airways,Fiji,2055,13.277,0.317,2310,48.868,1.214,1988,2
Feb-88,Qantas Airways,Germany,2193,195.166,9.433,1811,44.335,27.051,1988,2
Feb-88,Qantas Airways,Greece,1331,3.946,0.267,652,6.221,2.617,1988,2
Feb-88,Qantas Airways,Hong Kong,12950,349.935,6.844,10295,720.547,14.303,1988,2
Feb-88,Qantas Airways,India,490,42.74,0,400,15.341,1.492,1988,2
Feb-88,Qantas Airways,Indonesia,6516,65.899,0.689,5422,27.947,1.932,1988,2
Feb-88,Qantas Airways,Italy,1923,55.323,1.447,999,3.966,2.696,1988,2
Feb-88,Qantas Airways,Japan,12636,392.129,20.303,11141,702.391,33.773,1988,2
Feb-88,Qantas Airways,Malaysia,1090,29.976,0.025,639,57.05,1.188,1988,2
Feb-88,Qantas Airways,Netherlands,451,12.152,0.274,334,0.73,0.979,1988,2
Feb-88,Qantas Airways,New Caledonia,843,5.336,0.139,1427,97.32,0.981,1988,2
Feb-88,Qantas Airways,New Zealand,35336,1340.376,3.192,33935,1207.035,79.654,1988,2
Feb-88,Qantas Airways,Papua New Guinea,1318,10.253,3.566,2176,116.183,19.291,1988,2
Feb-88,Qantas Airways,Philippines,1808,47.453,0.361,1089,51.593,1.834,1988,2
Feb-88,Qantas Airways,Singapore,21090,370.325,4.915,15172,1152.67,10.914,1988,2
Feb-88,Qantas Airways,Tahiti,1838,0.469,0.285,1460,170.081,1.048,1988,2
Feb-88,Qantas Airways,Thailand,2432,40.919,2.157,2369,16.096,2.224,1988,2
Feb-88,Qantas Airways,UK,9991,401.104,8.646,8931,150.137,77.522,1988,2
Feb-88,Qantas Airways,USA,13390,570.775,3.605,13980,751.76,63.544,1988,2
Feb-88,Qantas Airways,Vanuatu,273,0.291,0.299,343,1.99,0.727,1988,2
Feb-88,Qantas Airways,Zimbabwe,1930,25.43,0.119,1454,30.209,1.329,1988,2
Feb-88,Royal Brunei Airlines,Brunei,622,0.087,0,355,7.914,0.02,1988,2
Feb-88,Singapore Airlines,Singapore,21309,952.878,95.073,17326,1525.393,4.269,1988,2
Feb-88,Thai Airways International,Singapore,0,0,0,441,37.702,0,1988,2
Feb-88,Thai Airways International,Thailand,6182,234.732,14.269,5418,319.879,7.835,1988,2
Feb-88,Union de Transports Aeriens,Bahrain,7,0,0,6,5.353,0,1988,2
Feb-88,Union de Transports Aeriens,France,269,0.895,0,190,39.448,0.684,1988,2
Feb-88,Union de Transports Aeriens,Indonesia,338,0,0,221,2.093,0,1988,2
Feb-88,Union de Transports Aeriens,New Caledonia,845,13.107,0.218,1314,45.843,2.151,1988,2
Feb-88,Union de Transports Aeriens,Tahiti,169,2.821,0,193,20.956,0.19,1988,2
Feb-88,United Airlines,New Zealand,3041,37.846,0,3184,109.077,0.12,1988,2
Feb-88,United Airlines,USA,6569,60.508,4.969,5787,263.843,3.391,1988,2
Feb-88,Yugoslav Airlines,United Arab Emirates,0,0,0,17,98.628,0,1988,2
Feb-88,Yugoslav Airlines,Yugoslavia,2108,81.574,4.523,1782,9.284,1.705,1988,2
Mar-88,Air Caledonie,New Caledonia,617,0.091,0,653,3.598,0,1988,3
Mar-88,Air China,China,1128,29.266,0,1155,19.235,0,1988,3
Mar-88,Air India,India,1972,66.274,0,1812,20.155,0,1988,3
Mar-88,Air India,Singapore,733,48.308,0,564,16.302,0,1988,3
Mar-88,Air Nauru,Nauru,183,0.288,0.095,326,21.255,0,1988,3
Mar-88,Air New Zealand,New Zealand,32650,1407.989,0,32227,1352.792,0,1988,3
Mar-88,Air Niugini,Papua New Guinea,2655,33.948,0,2394,155.66,0,1988,3
Mar-88,Air Pacific,Fiji,4589,97.381,0,5844,236.414,0,1988,3
Mar-88,Air Pacific,Solomon Islands,475,2.367,0,455,13.098,0,1988,3
Mar-88,Air Pacific,Vanuatu,90,0.956,0,133,12.383,0,1988,3
Mar-88,Air Vanuatu,Vanuatu,284,0.528,0,296,13.965,0,1988,3
Mar-88,Alitalia,India,254,8.082,0,207,1.8,0,1988,3
Mar-88,Alitalia,Italy,1898,232.716,0,2319,93.55,0,1988,3
Mar-88,Alitalia,Singapore,560,118.396,0,638,302.435,0,1988,3
Mar-88,All Nippon Airways,Japan,1067,29.312,0,1438,90.497,0,1988,3
Mar-88,British Airways,Bahrain,4,0,0,14,5,0,1988,3
Mar-88,British Airways,New Zealand,1462,22.5,0,1517,43.9,0,1988,3
Mar-88,British Airways,Oman,130,0.2,0,102,21.1,0,1988,3
Mar-88,British Airways,Singapore,3208,60.2,0,3477,196.8,0,1988,3
Mar-88,British Airways,Thailand,921,44.6,0,1052,67.6,0,1988,3
Mar-88,British Airways,UK,7592,250.2,0,7458,194,0,1988,3
Mar-88,British Airways,United Arab Emirates,254,9.5,0,245,209.6,0,1988,3
Mar-88,Canadian Airlines Intl,Canada,913,79.52,0,820,85.396,0,1988,3
Mar-88,Canadian Airlines Intl,Fiji,248,5.027,0,276,17.933,0,1988,3
Mar-88,Canadian Airlines Intl,USA,559,8.041,0,646,25.876,0,1988,3
Mar-88,Cathay Pacific Airways,Hong Kong,13270,258.516,0,13101,894.987,0,1988,3
Mar-88,Continental Airlines,New Zealand,8489,119.995,0,6684,544.539,0,1988,3
Mar-88,Continental Airlines,Tahiti,160,3.867,0,191,1.085,0,1988,3
Mar-88,Continental Airlines,USA,5554,484.946,0,8492,500.865,0,1988,3
Mar-88,Cook Islands International,Cook Islands,129,0.045,0,117,1.905,0,1988,3
Mar-88,Flying Tiger Line,USA,0,840.898,0,0,0,0,1988,3
Mar-88,Garuda Indonesia,Indonesia,8540,266.429,0,9447,451.351,0,1988,3
Mar-88,Hawaiian Airlines,American Samoa,575,0.033,0,487,8.84,0,1988,3
Mar-88,Japan Airlines,Japan,9978,452.447,0,10606,788.844,0,1988,3
Mar-88,KLM Royal Dutch Airlines,Netherlands,880,25.729,0,1112,6.451,0,1988,3
Mar-88,KLM Royal Dutch Airlines,Sri Lanka,226,0.222,0,149,2.347,0,1988,3
Mar-88,KLM Royal Dutch Airlines,United Arab Emirates,100,0.14,0,60,51.583,0,1988,3
Mar-88,Lufthansa German Airlines,Germany,2252,348.853,0,2344,271.805,0,1988,3
Mar-88,Lufthansa German Airlines,Malaysia,299,2.936,0,221,37.024,0,1988,3
Mar-88,Lufthansa German Airlines,Thailand,16,0,0,30,0,0,1988,3
Mar-88,Lufthansa German Airlines,United Arab Emirates,33,1.021,0,51,174.776,0,1988,3
Mar-88,Malaysia Airlines,Malaysia,7591,268.062,0,7998,336.653,0,1988,3
Mar-88,Merpati Nusantara Airlines,Indonesia,154,0.171,0,254,0,0,1988,3
Mar-88,Olympic Airways,Greece,2361,26.33,0,2779,13.322,0,1988,3
Mar-88,Olympic Airways,Singapore,132,0,0,201,0,0,1988,3
Mar-88,Philippine Airlines,Philippines,4309,233.377,0,4246,216.889,0,1988,3
Mar-88,Polynesian Airlines,Western Samoa,198,0.674,0,161,1.997,0,1988,3
Mar-88,Qantas Airways,Bahrain,140,1.01,0.337,152,57.156,2.65,1988,3
Mar-88,Qantas Airways,Canada,885,65.441,5.047,1215,6.37,6.261,1988,3
Mar-88,Qantas Airways,Fiji,2678,15.866,0.456,3385,46.642,2.367,1988,3
Mar-88,Qantas Airways,Germany,1881,289.427,11.536,2417,38.645,33.492,1988,3
Mar-88,Qantas Airways,Greece,640,2.629,0.004,1151,6.689,3.376,1988,3
Mar-88,Qantas Airways,Hong Kong,11310,347.754,2.46,10537,567.072,15.07,1988,3
Mar-88,Qantas Airways,India,277,39.341,0,335,2.421,1.674,1988,3
Mar-88,Qantas Airways,Indonesia,4818,64.116,0.715,5578,18.363,2.163,1988,3
Mar-88,Qantas Airways,Italy,1050,48.994,1.508,1650,4.752,3.711,1988,3
Mar-88,Qantas Airways,Japan,11781,550.346,25.835,13119,746.887,43.412,1988,3
Mar-88,Qantas Airways,Malaysia,925,40.076,0.01,707,31.993,1.649,1988,3
Mar-88,Qantas Airways,Netherlands,261,4.535,0.263,552,0.541,2.193,1988,3
Mar-88,Qantas Airways,New Caledonia,733,1.485,0.263,887,102.319,1.318,1988,3
Mar-88,Qantas Airways,New Zealand,37936,1107.902,2.952,35133,1163.061,98.242,1988,3
Mar-88,Qantas Airways,Papua New Guinea,1572,15.424,4.177,1892,110.319,21.652,1988,3
Mar-88,Qantas Airways,Philippines,1894,77.938,0.287,1278,44.05,2.165,1988,3
Mar-88,Qantas Airways,Singapore,20568,363.144,6.655,18095,876.965,11.174,1988,3
Mar-88,Qantas Airways,Solomon Islands,47,0,0,59,0,0,1988,3
Mar-88,Qantas Airways,Tahiti,1312,0.468,0.277,1544,172.525,1.784,1988,3
Mar-88,Qantas Airways,Thailand,2513,59.942,2.253,3097,17.272,2.681,1988,3
Mar-88,Qantas Airways,UK,10973,414.501,12.85,11368,279.544,84.821,1988,3
Mar-88,Qantas Airways,USA,13163,689.565,3.058,16214,883.946,70.978,1988,3
Mar-88,Qantas Airways,Vanuatu,245,0.52,0.479,461,1.315,0.231,1988,3
Mar-88,Qantas Airways,Zimbabwe,1541,39.126,0.133,1538,39.959,1.621,1988,3
Mar-88,Royal Brunei Airlines,Brunei,541,0.376,0,426,12.397,0,1988,3
Mar-88,Singapore Airlines,Singapore,20387,1095.534,0,22175,1491.687,0,1988,3
Mar-88,Solomon Airlines,Solomon Islands,92,0.464,0.105,98,3.014,0.331,1988,3
Mar-88,Thai Airways International,Singapore,0,0,0,368,48.308,0,1988,3
Mar-88,Thai Airways International,Thailand,6047,291.703,0,6428,299.395,0,1988,3
Mar-88,Union de Transports Aeriens,Bahrain,11,0,0,2,4.916,0,1988,3
Mar-88,Union de Transports Aeriens,France,241,3.312,0,184,55.65,0,1988,3
Mar-88,Union de Transports Aeriens,Indonesia,408,0,0,192,3.391,0,1988,3
Mar-88,Union de Transports Aeriens,New Caledonia,646,12.132,0,964,46.34,0,1988,3
Mar-88,Union de Transports Aeriens,Tahiti,209,5.97,0,152,34.046,0,1988,3
Mar-88,United Airlines,New Zealand,3409,38.3,0,2887,101.408,0,1988,3
Mar-88,United Airlines,USA,5482,93.005,0,7310,240.29,0,1988,3
Mar-88,Yugoslav Airlines,United Arab Emirates,0,0,0,74,90.32,0,1988,3
Mar-88,Yugoslav Airlines,Yugoslavia,1975,114.508,0,2199,13.659,0,1988,3
Apr-88,Air Caledonie,New Caledonia,847,0.735,0,626,2.632,0,1988,4
Apr-88,Air China,China,767,17.454,0,410,16.741,0,1988,4
Apr-88,Air India,India,1630,32.683,0,1804,31.057,0,1988,4
Apr-88,Air India,Singapore,527,52.649,0,479,11.761,0,1988,4
Apr-88,Air Nauru,Nauru,217,0.19,0.038,290,17.887,0,1988,4
Apr-88,Air New Zealand,New Zealand,33578,1261.499,0,30490,1306.598,0,1988,4
Apr-88,Air Niugini,Papua New Guinea,2632,39.78,0,2205,112.919,0,1988,4
Apr-88,Air Pacific,Fiji,4682,89.421,0,3128,199.122,0,1988,4
Apr-88,Air Pacific,Vanuatu,109,1.188,0,64,7.982,0,1988,4
Apr-88,Air Vanuatu,Vanuatu,352,0,0,341,14.3,0,1988,4
Apr-88,Alitalia,India,177,7.436,0,192,1.332,0,1988,4
Apr-88,Alitalia,Italy,1113,241.433,0,2458,68.104,0,1988,4
Apr-88,Alitalia,Singapore,610,89.735,0,775,224.241,0,1988,4
Apr-88,All Nippon Airways,Japan,1769,49.184,0,1744,105.163,0,1988,4
Apr-88,British Airways,Bahrain,57,0.4,0,169,32.3,0,1988,4
Apr-88,British Airways,New Zealand,1945,16,0,1326,27.1,0,1988,4
Apr-88,British Airways,Singapore,2688,45.1,0,2929,139.6,0,1988,4
Apr-88,British Airways,Thailand,1065,33.8,0,906,71.5,0,1988,4
Apr-88,British Airways,UK,5276,261.7,0,7867,193.9,0,1988,4
Apr-88,British Airways,United Arab Emirates,188,0.4,0,343,184.5,0,1988,4
Apr-88,Canadian Airlines Intl,Canada,1168,64.888,0,756,83.721,0,1988,4
Apr-88,Canadian Airlines Intl,Fiji,216,5.75,0,321,11.767,0,1988,4
Apr-88,Canadian Airlines Intl,USA,643,8.764,0,656,28.732,0,1988,4
Apr-88,Cathay Pacific Airways,Hong Kong,12310,274.316,0,13283,723.881,0,1988,4
Apr-88,Continental Airlines,New Zealand,8918,113.753,0,7210,590.947,0,1988,4
Apr-88,Continental Airlines,Tahiti,213,0,0,283,1.528,0,1988,4
Apr-88,Continental Airlines,USA,8276,484.115,0,9534,357.743,0,1988,4
Apr-88,Cook Islands International,Cook Islands,90,0.016,0,74,0.207,0,1988,4
Apr-88,Flying Tiger Line,USA,0,801.744,0,0,0,0,1988,4
Apr-88,Garuda Indonesia,Indonesia,9494,298.011,0,9747,307.512,0,1988,4
Apr-88,Hawaiian Airlines,American Samoa,622,0.048,0,731,8.651,0,1988,4
Apr-88,Japan Airlines,Japan,8273,346.914,0,8212,529.269,0,1988,4
Apr-88,KLM Royal Dutch Airlines,Netherlands,836,27.161,0,1436,4.687,0,1988,4
Apr-88,KLM Royal Dutch Airlines,Singapore,0,0.02,0,0,0,0,1988,4
Apr-88,KLM Royal Dutch Airlines,United Arab Emirates,84,0.022,0,49,67.202,0,1988,4
Apr-88,Lufthansa German Airlines,Germany,1290,257.442,0,2557,238.946,0,1988,4
Apr-88,Lufthansa German Airlines,Malaysia,229,0.726,0,142,32.629,0,1988,4
Apr-88,Lufthansa German Airlines,Thailand,172,0,0,103,0.074,0,1988,4
Apr-88,Lufthansa German Airlines,United Arab Emirates,18,0.016,0,52,144.04,0,1988,4
Apr-88,Malaysia Airlines,Malaysia,7597,252.535,0,7719,280.723,0,1988,4
Apr-88,Merpati Nusantara Airlines,Indonesia,290,0.509,0,355,0.127,0,1988,4
Apr-88,Olympic Airways,Greece,1415,23.447,0,3112,10.969,0,1988,4
Apr-88,Olympic Airways,Singapore,134,0,0,363,0,0,1988,4
Apr-88,Philippine Airlines,Philippines,4326,158.127,0,3957,224.945,0,1988,4
Apr-88,Polynesian Airlines,Western Samoa,217,0.334,0,139,1.946,0,1988,4
Apr-88,Qantas Airways,Bahrain,320,0.79,0.399,144,82.969,2.413,1988,4
Apr-88,Qantas Airways,Canada,1583,42.932,3.947,1301,7.932,4.882,1988,4
Apr-88,Qantas Airways,Fiji,2890,11.706,0.309,2480,40.972,1.482,1988,4
Apr-88,Qantas Airways,Germany,937,256.302,11.018,2491,27.279,25.845,1988,4
Apr-88,Qantas Airways,Greece,668,1.771,0.028,1468,1.802,2.097,1988,4
Apr-88,Qantas Airways,Hong Kong,9954,351.601,0.874,10668,359.67,10.735,1988,4
Apr-88,Qantas Airways,India,570,37.111,0.011,200,2.51,1.584,1988,4
Apr-88,Qantas Airways,Indonesia,5512,72.644,0.96,5039,23.086,1.977,1988,4
Apr-88,Qantas Airways,Italy,677,42.434,0.52,1386,13.643,3.207,1988,4
Apr-88,Qantas Airways,Japan,13014,476.635,25.025,12188,613.814,34.143,1988,4
Apr-88,Qantas Airways,Malaysia,1001,22.654,0.016,922,13.054,1.917,1988,4
Apr-88,Qantas Airways,Netherlands,273,8.052,0.033,458,3.702,1.134,1988,4
Apr-88,Qantas Airways,New Caledonia,675,10.457,0.406,877,69.855,1.54,1988,4
Apr-88,Qantas Airways,New Zealand,34385,857.152,2.647,29265,1066.4,87.026,1988,4
Apr-88,Qantas Airways,Papua New Guinea,1773,9.911,5.405,2055,94.298,15.343,1988,4
Apr-88,Qantas Airways,Philippines,2052,79.171,0.257,1222,33.209,1.579,1988,4
Apr-88,Qantas Airways,Singapore,18008,400.975,7.148,17968,676.043,9.109,1988,4
Apr-88,Qantas Airways,Solomon Islands,306,0,0,307,0,0,1988,4
Apr-88,Qantas Airways,Tahiti,1200,0.304,0.234,1240,193.47,1.488,1988,4
Apr-88,Qantas Airways,Thailand,3410,77.959,5.331,2916,26.014,4.644,1988,4
Apr-88,Qantas Airways,UK,7072,348.714,20.105,12217,224.291,70.08,1988,4
Apr-88,Qantas Airways,USA,14863,635.853,2.841,15312,648.609,56.049,1988,4
Apr-88,Qantas Airways,Vanuatu,390,0.38,0.225,442,3.287,1.007,1988,4
Apr-88,Qantas Airways,Zimbabwe,1299,30.512,0.004,1319,29.306,1.086,1988,4
Apr-88,Royal Brunei Airlines,Brunei,470,3.767,0,550,8.09,0,1988,4
Apr-88,Singapore Airlines,Singapore,18700,1002.242,0,22302,1149.417,0,1988,4
Apr-88,Solomon Airlines,Solomon Islands,353,3.962,0.531,284,20.275,1.534,1988,4
Apr-88,Thai Airways International,Thailand,4942,252.905,0,7162,248.885,0,1988,4
Apr-88,Union de Transports Aeriens,Bahrain,1,0,0,5,6.479,0,1988,4
Apr-88,Union de Transports Aeriens,France,181,2.726,0,288,54.075,0,1988,4
Apr-88,Union de Transports Aeriens,Indonesia,257,0,0,309,4.577,0,1988,4
Apr-88,Union de Transports Aeriens,New Caledonia,684,19.022,0,868,57.382,0,1988,4
Apr-88,Union de Transports Aeriens,Tahiti,216,9.45,0,208,57.353,0,1988,4
Apr-88,United Airlines,New Zealand,3531,56.973,0,3156,103.4,0,1988,4
Apr-88,United Airlines,USA,7631,101.564,0,7347,250.164,0,1988,4
Apr-88,Yugoslav Airlines,United Arab Emirates,0,0,0,33,83.905,0,1988,4
Apr-88,Yugoslav Airlines,Yugoslavia,1360,89.075,0,2049,11.888,0,1988,4
May-88,Air Caledonie,New Caledonia,742,0.265,0,499,2.091,0,1988,5
May-88,Air China,China,809,25.346,0,655,7.937,0,1988,5
May-88,Air India,India,959,77.436,0,2306,46.502,0,1988,5
May-88,Air India,Singapore,530,25.922,0,591,10.8,0,1988,5
May-88,Air Nauru,Nauru,221,1.05,0.046,165,16.475,0.179,1988,5
May-88,Air New Zealand,New Zealand,34126,1276.754,0,33956,1498.101,0,1988,5
May-88,Air Niugini,Papua New Guinea,2869,41.31,0,2376,144.389,0,1988,5
May-88,Air Pacific,Fiji,3171,99.748,0,3588,198.483,0,1988,5
May-88,Air Pacific,Vanuatu,119,0.3,0,97,6.667,0,1988,5
May-88,Air Vanuatu,Vanuatu,347,0.674,0,297,7.993,0,1988,5
May-88,Alitalia,India,104,2.675,0,114,0.949,0,1988,5
